seed,selected_stage,sample_id,system_id,direction,component_count,chemical_family,component_i_family,component_j_family,x_i,x_j,pair_interaction,absolute_pair_interaction,composition_weighted_pair_contribution,mean_abs_log_gamma,excess_gibbs_rt,evaluation_partition
0,stage2,state_093f979aa31f9eec581f5675,3c_65250b1389afa8bc1bcc,isothermal,3,alkane/cycloalkane + ether/carbonyl + ether/carbonyl,alkane/cycloalkane,ether/carbonyl,0.2186,0.3016,0.9322574734687805,0.9322574734687805,0.06146351148400306,0.18776634335517883,0.16096211969852448,test
0,stage2,state_093f979aa31f9eec581f5675,3c_65250b1389afa8bc1bcc,isothermal,3,alkane/cycloalkane + ether/carbonyl + ether/carbonyl,ether/carbonyl,ether/carbonyl,0.4798,0.3016,0.5878029465675354,0.5878029465675354,0.085059600694952,0.18776634335517883,0.16096211969852448,test
0,stage2,state_0c1dff27f272d98b7401263d,2c_68abb36eecbce76e2e58,isobaric,2,alkane/cycloalkane + halogenated,halogenated,alkane/cycloalkane,0.6404,0.35960000000000003,0.293278306722641,0.293278306722641,0.06753842777401448,0.08013386279344559,0.06753842532634735,test
0,stage2,state_0e2c3d9cc60cb405190ac0fb,2c_74a658fab9cc22057bbd,isobaric,2,ether/carbonyl + sulfoxide/sulfone,ether/carbonyl,sulfoxide/sulfone,0.0526,0.9474,0.9886899590492249,0.9886899590492249,0.0492696240148902,0.4470592737197876,0.04926962032914162,test
0,stage2,state_1081189e827a44eefc7e531b,2c_3dbba2317f4e40b6415a,isothermal,2,alcohol/polyol + carboxylic acid/ester,alcohol/polyol,carboxylic acid/ester,0.5195,0.48050000000000004,-0.17997847497463226,0.17997847497463226,-0.04492618192854896,0.06845150142908096,-0.04492618516087532,test
0,stage2,state_1232fd88089b1319a9704dac,2c_7132e5c1ac3be07a2f07,isobaric,2,alcohol/polyol + ether/carbonyl,ether/carbonyl,alcohol/polyol,0.313,0.687,0.5019010305404663,0.5019010305404663,0.10792428049814702,0.14016307890415192,0.10792427510023117,test
0,stage2,state_12354217011166e1fb9df61c,2c_e8b98868a6b90d408930,isobaric,2,nitrogen-containing + sulfoxide/sulfone,nitrogen-containing,sulfoxide/sulfone,0.348,0.652,0.017764147371053696,0.017764147371053696,0.004030613981902599,0.003331955522298813,0.004030614160001278,test
0,stage2,state_12a08b36ce1750ba22082e03,2c_943d83c108740e90b944,isothermal,2,halogenated + nitrogen-containing,halogenated,nitrogen-containing,0.6977,0.3023,1.2842600345611572,1.2842600345611572,0.27086933275405645,0.3695872724056244,0.27086934447288513,test
0,stage2,state_12bfcdc87b63189c97c3a1d6,2c_303f5d258da9140f9795,isothermal,2,carboxylic acid/ester + water,water,carboxylic acid/ester,0.0178,0.9822,0.9533981084823608,0.9533981084823608,0.01666841167429447,0.4637286067008972,0.01666841097176075,test
0,stage2,state_13e9f99a3c737ac69a4fae68,3c_65250b1389afa8bc1bcc,isothermal,3,alkane/cycloalkane + ether/carbonyl + ether/carbonyl,alkane/cycloalkane,ether/carbonyl,0.0859,0.2228,0.10010692477226257,0.10010692477226257,0.0019158983818924427,0.27356094121932983,0.13939443230628967,test
0,stage2,state_13e9f99a3c737ac69a4fae68,3c_65250b1389afa8bc1bcc,isothermal,3,alkane/cycloalkane + ether/carbonyl + ether/carbonyl,alkane/cycloalkane,ether/carbonyl,0.0859,0.6913,0.880215585231781,0.880215585231781,0.05226955162667573,0.27356094121932983,0.13939443230628967,test
0,stage2,state_13e9f99a3c737ac69a4fae68,3c_65250b1389afa8bc1bcc,isothermal,3,alkane/cycloalkane + ether/carbonyl + ether/carbonyl,ether/carbonyl,ether/carbonyl,0.2228,0.6913,0.553227424621582,0.553227424621582,0.08520899523319245,0.27356094121932983,0.13939443230628967,test
0,stage2,state_1401a8d0dc12495206ece77e,3c_c45f0751ac63a91a45e8,isobaric,3,alcohol/polyol + alcohol/polyol + carboxylic acid/ester,alcohol/polyol,carboxylic acid/ester,0.593,0.097,0.05355535447597504,0.05355535447597504,0.00308055754481256,0.020400458946824074,-0.002455433364957571,test
0,stage2,state_1401a8d0dc12495206ece77e,3c_c45f0751ac63a91a45e8,isobaric,3,alcohol/polyol + alcohol/polyol + carboxylic acid/ester,alcohol/polyol,alcohol/polyol,0.593,0.31000000000000005,-0.03456385061144829,0.03456385061144829,-0.00635387265790254,0.020400458946824074,-0.002455433364957571,test
0,stage2,state_1401a8d0dc12495206ece77e,3c_c45f0751ac63a91a45e8,isobaric,3,alcohol/polyol + alcohol/polyol + carboxylic acid/ester,carboxylic acid/ester,alcohol/polyol,0.097,0.31000000000000005,0.02719924971461296,0.02719924971461296,0.0008178814389184119,0.020400458946824074,-0.002455433364957571,test
0,stage2,state_159f117424757c07baccb56f,3c_65250b1389afa8bc1bcc,isothermal,3,alkane/cycloalkane + ether/carbonyl + ether/carbonyl,alkane/cycloalkane,ether/carbonyl,0.1674,0.617,0.13946764171123505,0.13946764171123505,0.01440502694825828,0.19360825419425964,0.12622937560081482,test
0,stage2,state_159f117424757c07baccb56f,3c_65250b1389afa8bc1bcc,isothermal,3,alkane/cycloalkane + ether/carbonyl + ether/carbonyl,alkane/cycloalkane,ether/carbonyl,0.1674,0.2156,0.9314289093017578,0.9314289093017578,0.033616610594329834,0.19360825419425964,0.12622937560081482,test
0,stage2,state_159f117424757c07baccb56f,3c_65250b1389afa8bc1bcc,isothermal,3,alkane/cycloalkane + ether/carbonyl + ether/carbonyl,ether/carbonyl,ether/carbonyl,0.617,0.2156,0.5879166722297668,0.5879166722297668,0.07820773290669919,0.19360825419425964,0.12622937560081482,test
0,stage2,state_16c6d1a41fc8a7b6502c1a72,2c_e1c33e24ae7f6ab4d0bf,isothermal,2,halogenated + nitrogen-containing,halogenated,nitrogen-containing,0.502,0.498,0.4804443120956421,0.4804443120956421,0.12010915624666214,0.12006814777851105,0.12010915577411652,test
0,stage2,state_180133ae2af77cf8915aa365,3c_65250b1389afa8bc1bcc,isothermal,3,alkane/cycloalkane + ether/carbonyl + ether/carbonyl,alkane/cycloalkane,ether/carbonyl,0.0756,0.4246,0.07244102656841278,0.07244102656841278,0.002325339566999674,0.19427251815795898,0.14554184675216675,test
0,stage2,state_180133ae2af77cf8915aa365,3c_65250b1389afa8bc1bcc,isothermal,3,alkane/cycloalkane + ether/carbonyl + ether/carbonyl,alkane/cycloalkane,ether/carbonyl,0.0756,0.4998,0.8411622047424316,0.8411622047424316,0.03178321296672821,0.19427251815795898,0.14554184675216675,test
0,stage2,state_180133ae2af77cf8915aa365,3c_65250b1389afa8bc1bcc,isothermal,3,alkane/cycloalkane + ether/carbonyl + ether/carbonyl,ether/carbonyl,ether/carbonyl,0.4246,0.4998,0.5250959992408752,0.5250959992408752,0.11143328948658228,0.19427251815795898,0.14554184675216675,test
0,stage2,state_18550fe37580be4ceba8220f,2c_8742372ba72e435a7962,isothermal,2,alkane/cycloalkane + ether/carbonyl,alkane/cycloalkane,ether/carbonyl,0.5455,0.4545,0.9508365988731384,0.9508365988731384,0.23574068024946748,0.23792272806167603,0.23574066162109375,test
0,stage2,state_1a52ccc3e12d7c0145cb1531,2c_acf6c70dfacb27974826,isobaric,2,alcohol/polyol + ether/carbonyl,alcohol/polyol,ether/carbonyl,0.1322,0.8678,0.7087326049804688,0.7087326049804688,0.08130804403839112,0.2837284505367279,0.0813080444931984,test
0,stage2,state_1b0914a1785d61803e4deec0,2c_f25584e0c98fb6639876,isobaric,2,alcohol/polyol + water,alcohol/polyol,water,0.522,0.478,1.0036425590515137,1.0036425590515137,0.2504248767642975,0.2546995282173157,0.250424861907959,test
0,stage2,state_1c0de72b58580658b6308d52,3c_c45f0751ac63a91a45e8,isobaric,3,alcohol/polyol + alcohol/polyol + carboxylic acid/ester,alcohol/polyol,carboxylic acid/ester,0.042,0.241,0.08916529268026352,0.08916529268026352,0.0009025310925096274,0.015120519325137138,0.011674857698380947,test
0,stage2,state_1c0de72b58580658b6308d52,3c_c45f0751ac63a91a45e8,isobaric,3,alcohol/polyol + alcohol/polyol + carboxylic acid/ester,alcohol/polyol,alcohol/polyol,0.042,0.7170000000000001,-0.0071307457983493805,0.0071307457983493805,-0.00021473527897149328,0.015120519325137138,0.011674857698380947,test
0,stage2,state_1c0de72b58580658b6308d52,3c_c45f0751ac63a91a45e8,isobaric,3,alcohol/polyol + alcohol/polyol + carboxylic acid/ester,carboxylic acid/ester,alcohol/polyol,0.241,0.7170000000000001,0.06358364224433899,0.06358364224433899,0.010987062628895044,0.015120519325137138,0.011674857698380947,test
0,stage2,state_1cf15e9b3ea68afc7d9c2891,3c_c45f0751ac63a91a45e8,isobaric,3,alcohol/polyol + alcohol/polyol + carboxylic acid/ester,alcohol/polyol,carboxylic acid/ester,0.237,0.587,0.07612559199333191,0.07612559199333191,0.010590516232520341,0.01272959541529417,0.01060797180980444,test
0,stage2,state_1cf15e9b3ea68afc7d9c2891,3c_c45f0751ac63a91a45e8,isobaric,3,alcohol/polyol + alcohol/polyol + carboxylic acid/ester,alcohol/polyol,alcohol/polyol,0.237,0.17600000000000005,-0.04797117039561272,0.04797117039561272,-0.002000973459541798,0.01272959541529417,0.01060797180980444,test
0,stage2,state_1cf15e9b3ea68afc7d9c2891,3c_c45f0751ac63a91a45e8,isobaric,3,alcohol/polyol + alcohol/polyol + carboxylic acid/ester,carboxylic acid/ester,alcohol/polyol,0.587,0.17600000000000005,0.019537221640348434,0.019537221640348434,0.0020184294421076777,0.01272959541529417,0.01060797180980444,test
0,stage2,state_1d5bd12a4ce97d2f565d9197,2c_030ec4e71435eee5007a,isobaric,2,alkane/cycloalkane + aromatic/unsaturated hydrocarbon,alkane/cycloalkane,aromatic/unsaturated hydrocarbon,0.116,0.884,0.20662760734558105,0.20662760734558105,0.021188421367645267,0.07968999445438385,0.021188421174883842,test
0,stage2,state_1ddc27a55803f15ad349d316,2c_fd67fdd685d7933bea7b,isothermal,2,alcohol/polyol + alkane/cycloalkane,alkane/cycloalkane,alcohol/polyol,0.957,0.04300000000000004,1.9882633686065674,1.9882633686065674,0.08181902588152892,0.9067625403404236,0.08181902766227722,test
0,stage2,state_1e848624b1f4d1f23181076d,3c_65250b1389afa8bc1bcc,isothermal,3,alkane/cycloalkane + ether/carbonyl + ether/carbonyl,alkane/cycloalkane,ether/carbonyl,0.0934,0.094,0.051967356353998184,0.051967356353998184,0.00045625260184556246,0.3065586984157562,0.10134263336658478,test
0,stage2,state_1e848624b1f4d1f23181076d,3c_65250b1389afa8bc1bcc,isothermal,3,alkane/cycloalkane + ether/carbonyl + ether/carbonyl,alkane/cycloalkane,ether/carbonyl,0.0934,0.8126,0.8182973265647888,0.8182973265647888,0.06210618126671552,0.3065586984157562,0.10134263336658478,test
0,stage2,state_1e848624b1f4d1f23181076d,3c_65250b1389afa8bc1bcc,isothermal,3,alkane/cycloalkane + ether/carbonyl + ether/carbonyl,ether/carbonyl,ether/carbonyl,0.094,0.8126,0.5076979398727417,0.5076979398727417,0.038780202518415456,0.3065586984157562,0.10134263336658478,test
0,stage2,state_1f4e0c62914f6a9e35cb4b99,2c_b5e6a87ec43f38c5a3d1,full_state,2,alkane/cycloalkane + halogenated,alkane/cycloalkane,halogenated,0.0,1.0,0.9927336573600769,0.9927336573600769,0.0,0.49636682868003845,0.0,test
0,stage2,state_216e282e2eaca8d93aa204f8,2c_6cdeaa0b12c0bcad5378,isothermal,2,alkane/cycloalkane + ether/carbonyl,ether/carbonyl,alkane/cycloalkane,0.9,0.09999999999999998,0.8290690779685974,0.8290690779685974,0.07461621701717375,0.33704447746276855,0.0746162161231041,test
0,stage2,state_239827b4a555dba721af5958,3c_c45f0751ac63a91a45e8,isobaric,3,alcohol/polyol + alcohol/polyol + carboxylic acid/ester,alcohol/polyol,carboxylic acid/ester,0.807,0.101,0.0547214113175869,0.0547214113175869,0.004460178072262556,0.026509365066885948,0.0019814956467598677,test
0,stage2,state_239827b4a555dba721af5958,3c_c45f0751ac63a91a45e8,isobaric,3,alcohol/polyol + alcohol/polyol + carboxylic acid/ester,alcohol/polyol,alcohol/polyol,0.807,0.09199999999999997,-0.035968709737062454,0.035968709737062454,-0.0026704608857184642,0.026509365066885948,0.0019814956467598677,test
0,stage2,state_239827b4a555dba721af5958,3c_c45f0751ac63a91a45e8,isobaric,3,alcohol/polyol + alcohol/polyol + carboxylic acid/ester,carboxylic acid/ester,alcohol/polyol,0.101,0.09199999999999997,0.02063911408185959,0.02063911408185959,0.00019177864804863925,0.026509365066885948,0.0019814956467598677,test
0,stage2,state_247b0ee60f648f0b6d46ebc2,3c_65250b1389afa8bc1bcc,isothermal,3,alkane/cycloalkane + ether/carbonyl + ether/carbonyl,alkane/cycloalkane,ether/carbonyl,0.5216,0.318,0.1704549640417099,0.1704549640417099,0.028273160339641567,0.22162310779094696,0.14275607466697693,test
0,stage2,state_247b0ee60f648f0b6d46ebc2,3c_65250b1389afa8bc1bcc,isothermal,3,alkane/cycloalkane + ether/carbonyl + ether/carbonyl,alkane/cycloalkane,ether/carbonyl,0.5216,0.1604000000000001,0.9877421259880066,0.9877421259880066,0.08263908938362126,0.22162310779094696,0.14275607466697693,test
0,stage2,state_247b0ee60f648f0b6d46ebc2,3c_65250b1389afa8bc1bcc,isothermal,3,alkane/cycloalkane + ether/carbonyl + ether/carbonyl,ether/carbonyl,ether/carbonyl,0.318,0.1604000000000001,0.624300479888916,0.624300479888916,0.03184381943778994,0.22162310779094696,0.14275607466697693,test
0,stage2,state_25773a047f92126448299674,2c_e0b19b407556ad694f4a,isothermal,2,alcohol/polyol + carboxylic acid/ester,alcohol/polyol,carboxylic acid/ester,0.5028,0.4972,-0.07075871527194977,0.07075871527194977,-0.01768912406965971,0.0746472179889679,-0.01768912374973297,test
0,stage2,state_2a9b36350bf37b1d7a0f0a65,3c_26480c03c31f56c69ee8,isothermal,3,alkane/cycloalkane + nitrogen-containing + nitrogen-containing,nitrogen-containing,alkane/cycloalkane,0.3959,0.4518,1.782136082649231,1.782136082649231,0.31876643961959117,0.3832548260688782,0.4214721918106079,test
0,stage2,state_2a9b36350bf37b1d7a0f0a65,3c_26480c03c31f56c69ee8,isothermal,3,alkane/cycloalkane + nitrogen-containing + nitrogen-containing,nitrogen-containing,nitrogen-containing,0.3959,0.1523000000000001,0.6648216843605042,0.6648216843605042,0.0400858024068767,0.3832548260688782,0.4214721918106079,test
0,stage2,state_2a9b36350bf37b1d7a0f0a65,3c_26480c03c31f56c69ee8,isothermal,3,alkane/cycloalkane + nitrogen-containing + nitrogen-containing,alkane/cycloalkane,nitrogen-containing,0.4518,0.1523000000000001,0.910053014755249,0.910053014755249,0.06261996529971604,0.3832548260688782,0.4214721918106079,test
0,stage2,state_2addbe819b5e79a85b25c2dd,2c_303f5d258da9140f9795,isothermal,2,carboxylic acid/ester + water,water,carboxylic acid/ester,0.0181,0.9819,0.897316575050354,0.897316575050354,0.015947460125259164,0.436005562543869,0.015947459265589714,test
0,stage2,state_2de5b4fe2e94abdd744d04bd,2c_27bf96f9e12d08aef55b,isobaric,2,alcohol/polyol + nitrogen-containing,alcohol/polyol,nitrogen-containing,0.5655,0.4345,0.812833309173584,0.812833309173584,0.19972106918871402,0.20593658089637756,0.1997210830450058,test
0,stage2,state_348e3177083b8a43bce9360b,2c_f98cab4acf014d5210d4,isobaric,2,alcohol/polyol + alcohol/polyol,alcohol/polyol,alcohol/polyol,1.0,0.0,0.9286981821060181,0.9286981821060181,0.0,0.46434909105300903,0.0,test
0,stage2,state_349b44e1de313e140d322870,3c_c45f0751ac63a91a45e8,isobaric,3,alcohol/polyol + alcohol/polyol + carboxylic acid/ester,alcohol/polyol,carboxylic acid/ester,0.215,0.188,0.073026642203331,0.073026642203331,0.0029517368778586386,0.01821010373532772,0.005996696650981903,test
0,stage2,state_349b44e1de313e140d322870,3c_c45f0751ac63a91a45e8,isobaric,3,alcohol/polyol + alcohol/polyol + carboxylic acid/ester,alcohol/polyol,alcohol/polyol,0.215,0.597,-0.01928647980093956,0.01928647980093956,-0.0024755161148495974,0.01821010373532772,0.005996696650981903,test
0,stage2,state_349b44e1de313e140d322870,3c_c45f0751ac63a91a45e8,isobaric,3,alcohol/polyol + alcohol/polyol + carboxylic acid/ester,carboxylic acid/ester,alcohol/polyol,0.188,0.597,0.04918632283806801,0.04918632283806801,0.005520476130053401,0.01821010373532772,0.005996696650981903,test
0,stage2,state_35eb49c6de606e6ea0ed30c7,3c_65250b1389afa8bc1bcc,isothermal,3,alkane/cycloalkane + ether/carbonyl + ether/carbonyl,alkane/cycloalkane,ether/carbonyl,0.4328,0.4347,0.11885826289653778,0.11885826289653778,0.022361774882150888,0.20291917026042938,0.1079113632440567,test
0,stage2,state_35eb49c6de606e6ea0ed30c7,3c_65250b1389afa8bc1bcc,isothermal,3,alkane/cycloalkane + ether/carbonyl + ether/carbonyl,alkane/cycloalkane,ether/carbonyl,0.4328,0.13250000000000006,0.9147316813468933,0.9147316813468933,0.05245620299851897,0.20291917026042938,0.1079113632440567,test
0,stage2,state_35eb49c6de606e6ea0ed30c7,3c_65250b1389afa8bc1bcc,isothermal,3,alkane/cycloalkane + ether/carbonyl + ether/carbonyl,ether/carbonyl,ether/carbonyl,0.4347,0.13250000000000006,0.5745604634284973,0.5745604634284973,0.033093389932438745,0.20291917026042938,0.1079113632440567,test
0,stage2,state_3756f168e93120c5f557c43b,2c_3dbba2317f4e40b6415a,isothermal,2,alcohol/polyol + carboxylic acid/ester,alcohol/polyol,carboxylic acid/ester,1.0,0.0,0.5359411239624023,0.5359411239624023,0.0,0.26797056198120117,0.0,test
0,stage2,state_386b73169dd53ad182e43c46,2c_549357b643a32e7f29d6,isothermal,2,alcohol/polyol + ether/carbonyl,alcohol/polyol,ether/carbonyl,0.0,1.0,0.597089409828186,0.597089409828186,0.0,0.298544704914093,0.0,test
0,stage2,state_396279c26a91d1348ce3f183,3c_c45f0751ac63a91a45e8,isobaric,3,alcohol/polyol + alcohol/polyol + carboxylic acid/ester,alcohol/polyol,carboxylic acid/ester,0.27,0.043,0.06692993640899658,0.06692993640899658,0.0007770565617084504,0.023653855547308922,-0.00012856198009103537,test
0,stage2,state_396279c26a91d1348ce3f183,3c_c45f0751ac63a91a45e8,isobaric,3,alcohol/polyol + alcohol/polyol + carboxylic acid/ester,alcohol/polyol,alcohol/polyol,0.27,0.687,-0.013573165982961655,0.013573165982961655,-0.0025176865581795576,0.023653855547308922,-0.00012856198009103537,test
0,stage2,state_396279c26a91d1348ce3f183,3c_c45f0751ac63a91a45e8,isobaric,3,alcohol/polyol + alcohol/polyol + carboxylic acid/ester,carboxylic acid/ester,alcohol/polyol,0.043,0.687,0.054570522159338,0.054570522159338,0.0016120677951090038,0.023653855547308922,-0.00012856198009103537,test
0,stage2,state_3beee6833f2439c2115e1206,2c_fd67fdd685d7933bea7b,isobaric,2,alcohol/polyol + alkane/cycloalkane,alkane/cycloalkane,alcohol/polyol,0.743,0.257,1.8949823379516602,1.8949823379516602,0.3618487724142075,0.574177622795105,0.36184874176979065,test
0,stage2,state_3e678823391e25ecb913332c,2c_f98cab4acf014d5210d4,isobaric,2,alcohol/polyol + alcohol/polyol,alcohol/polyol,alcohol/polyol,0.557,0.44299999999999995,0.8118834495544434,0.8118834495544434,0.20033305306100846,0.20099595189094543,0.20033304393291473,test
0,stage2,state_404f03736f7ca461f15b4331,2c_f33ec9a350eb94b685d6,isobaric,2,alkane/cycloalkane + ether/carbonyl,ether/carbonyl,alkane/cycloalkane,0.112,0.888,0.23498933017253876,0.23498933017253876,0.023371098821640016,0.09081362187862396,0.023371100425720215,test
0,stage2,state_405ac3a65dcea7bcfaab32b6,3c_65250b1389afa8bc1bcc,isothermal,3,alkane/cycloalkane + ether/carbonyl + ether/carbonyl,alkane/cycloalkane,ether/carbonyl,0.4341,0.4325,0.1654074490070343,0.1654074490070343,0.03105495908803493,0.2201801836490631,0.12326110899448395,test
0,stage2,state_405ac3a65dcea7bcfaab32b6,3c_65250b1389afa8bc1bcc,isothermal,3,alkane/cycloalkane + ether/carbonyl + ether/carbonyl,alkane/cycloalkane,ether/carbonyl,0.4341,0.13339999999999996,0.9769052863121033,0.9769052863121033,0.056571549610730396,0.2201801836490631,0.12326110899448395,test
0,stage2,state_405ac3a65dcea7bcfaab32b6,3c_65250b1389afa8bc1bcc,isothermal,3,alkane/cycloalkane + ether/carbonyl + ether/carbonyl,ether/carbonyl,ether/carbonyl,0.4325,0.13339999999999996,0.6176322102546692,0.6176322102546692,0.03563459918674826,0.2201801836490631,0.12326110899448395,test
0,stage2,state_406718c7057c6739099ab593,3c_2254869a6d8c8579192d,isobaric,3,aromatic/unsaturated hydrocarbon + nitrogen-containing + sulfur-containing,aromatic/unsaturated hydrocarbon,sulfur-containing,0.4837,0.2135,0.04692026600241661,0.04692026600241661,0.004845453524056263,0.06308378279209137,0.04786442965269089,test
0,stage2,state_406718c7057c6739099ab593,3c_2254869a6d8c8579192d,isobaric,3,aromatic/unsaturated hydrocarbon + nitrogen-containing + sulfur-containing,aromatic/unsaturated hydrocarbon,nitrogen-containing,0.4837,0.30279999999999996,0.3262134790420532,0.3262134790420532,0.04777864843126774,0.06308378279209137,0.04786442965269089,test
0,stage2,state_406718c7057c6739099ab593,3c_2254869a6d8c8579192d,isobaric,3,aromatic/unsaturated hydrocarbon + nitrogen-containing + sulfur-containing,sulfur-containing,nitrogen-containing,0.2135,0.30279999999999996,-0.07362470030784607,0.07362470030784607,-0.004759674900561571,0.06308378279209137,0.04786442965269089,test
0,stage2,state_407c69e47107a8cb6f212e75,3c_2254869a6d8c8579192d,isobaric,3,aromatic/unsaturated hydrocarbon + nitrogen-containing + sulfur-containing,aromatic/unsaturated hydrocarbon,sulfur-containing,0.6522,0.0473,0.0463336817920208,0.0463336817920208,0.001429350529622957,0.07603800296783447,0.06626952439546585,test
0,stage2,state_407c69e47107a8cb6f212e75,3c_2254869a6d8c8579192d,isobaric,3,aromatic/unsaturated hydrocarbon + nitrogen-containing + sulfur-containing,aromatic/unsaturated hydrocarbon,nitrogen-containing,0.6522,0.3005,0.33572623133659363,0.33572623133659363,0.06579767474735677,0.07603800296783447,0.06626952439546585,test
0,stage2,state_407c69e47107a8cb6f212e75,3c_2254869a6d8c8579192d,isobaric,3,aromatic/unsaturated hydrocarbon + nitrogen-containing + sulfur-containing,sulfur-containing,nitrogen-containing,0.0473,0.3005,-0.06736482679843903,0.06736482679843903,-0.0009575000704236329,0.07603800296783447,0.06626952439546585,test
0,stage2,state_41052d4a95b3e0ab39d672b9,2c_6a801f4f730e4962933a,isothermal,2,alkane/cycloalkane + nitrogen-containing,alkane/cycloalkane,nitrogen-containing,1.0,0.0,0.6323815584182739,0.6323815584182739,0.0,0.31619077920913696,0.0,test
0,stage2,state_41c81127afccea7477995ec8,2c_acf6c70dfacb27974826,isothermal,2,alcohol/polyol + ether/carbonyl,ether/carbonyl,alcohol/polyol,0.7907,0.20930000000000004,0.6894962787628174,0.6894962787628174,0.11410715930439712,0.240109384059906,0.1141071617603302,test
0,stage2,state_436b67099a9ef2588e6787ae,2c_e8b98868a6b90d408930,isobaric,2,nitrogen-containing + sulfoxide/sulfone,nitrogen-containing,sulfoxide/sulfone,0.912,0.08799999999999997,-0.023777518421411514,0.023777518421411514,-0.0019082885184288018,0.007981829345226288,-0.0019082885701209307,test
0,stage2,state_4471a5fceec10cdbd983ba16,2c_c7052cf3bd6baff652ca,isobaric,2,alcohol/polyol + sulfoxide/sulfone,alcohol/polyol,sulfoxide/sulfone,0.4117,0.5883,-0.10598616302013397,0.10598616302013397,-0.025670178300443443,0.0259941965341568,-0.02567017823457718,test
0,stage2,state_45b9223651c8a1feda4a51e4,2c_165952a69a69e7a8d3f6,isobaric,2,alcohol/polyol + alkane/cycloalkane,alcohol/polyol,alkane/cycloalkane,0.597,0.403,1.9864814281463623,1.9864814281463623,0.4779295532791615,0.5201690793037415,0.47792956233024597,test
0,stage2,state_47ddd1db3545d8f9cbe44768,2c_0537ca75f0252274a31e,isobaric,2,alcohol/polyol + alcohol/polyol,alcohol/polyol,alcohol/polyol,0.2092,0.7908,0.7396564483642578,0.7396564483642578,0.12236533081146238,0.2597576975822449,0.1223653182387352,test
0,stage2,state_490e5c099ec51ab6b150acff,2c_b5e6a87ec43f38c5a3d1,full_state,2,alkane/cycloalkane + halogenated,alkane/cycloalkane,halogenated,0.032,0.968,1.0786563158035278,1.0786563158035278,0.03341245803833008,0.5076487064361572,0.03341246023774147,test
