dataset,component_count,system_id,system_label,data_points,references,unique_temperatures,unique_pressures,temperature_min_k,temperature_max_k,pressure_min_kpa,pressure_max_kpa,liquid_composition_min,liquid_composition_max,vapor_composition_min,vapor_composition_max,component_order_variants
Binary,2,smiles:CCC(C)O || smiles:CO,2-丁醇 / 甲醇,22,1,22,1,337.65,372.34999999999997,101.330065929984,101.330065929984,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCC(C)O || smiles:CS(C)=O,2-丁醇 / 二甲基亚砜,22,1,22,1,372.9,464.0,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCC || smiles:CCOC(=O)CC,正己烷 / 丙酸乙酯,22,1,22,1,344.2,371.16999999999996,101.299935074816,101.299935074816,0.0079,0.9921,0.0555,0.9445,1
Binary,2,smiles:CCCCCCCC || smiles:CCOC(=O)CC,正辛烷 / 丙酸乙酯,22,1,22,1,372.75,396.84999999999997,101.299935074816,101.299935074816,0.022499999999999964,0.9775,0.0461,0.9539,1
Binary,2,smiles:CCCCCCCCCCCC(=O)OCC || smiles:CCO,十二酸乙酯 / 乙醇,22,1,3,22,493.0,543.0,2229.999923056,7089.9999371152635,0.05900000000000005,0.941,0.00039999999999995595,0.9996,1
Binary,2,smiles:CCCCCO || smiles:CCCOCCC,1-戊醇 / 二丙醚,22,1,22,1,363.15999999999997,410.62,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCOC(C)=O || smiles:COc1ccccc1,乙酸正丁酯 / 苯甲醚,22,1,22,1,399.30999999999995,426.40999999999997,101.330065929984,101.330065929984,0.01,0.99,0.01200000000000001,0.988,1
Binary,2,smiles:CCOC(C)(C)CC || smiles:CO,"乙基-1,1-二甲基丙基醚 / 甲醇",22,1,21,1,336.46999999999997,367.79999999999995,101.32499967999999,101.32499967999999,0.0010999999999999899,0.9989,0.007800000000000029,0.9922,1
Binary,2,smiles:CO || smiles:COC(=O)Oc1ccccc1,甲醇 / 碳酸甲酯苯酯,22,1,22,1,338.12,487.48,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:COC(=O)OC || smiles:COC(=O)Oc1ccccc1,碳酸二甲酯 / 碳酸甲酯苯酯,22,1,22,1,363.25,487.48,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:FC(Cl)C(F)(F)F || smiles:O=C=O,"2-氯-1,1,1,2-四氟乙烷 / 二氧化碳",22,1,3,22,313.15,333.15,593.999945426688,7744.999932151936,0.0,1.0,0.0,1.0,1
Binary,2,smiles:FC(F)C(F)(F)F || smiles:O=C=O,五氟乙烷 / 二氧化碳,22,1,3,22,313.15,333.15,2008.000048493952,6458.000050394111,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C1CCCCC1 || smiles:CCOC(=O)CC,环己烷 / 丙酸乙酯,21,1,21,1,354.55999999999995,371.13,101.299935074816,101.299935074816,0.0338,0.9662,0.04490000000000005,0.9551,1
Binary,2,smiles:C1CCCCC1 || smiles:Nc1ccccc1,环己烷 / 苯胺,21,1,2,21,333.15,353.15,25.02994136832,93.16993707417599,0.0755,0.9245,0.00649999999999995,0.9935,1
Binary,2,smiles:C1CCOCC1 || smiles:CC(C)CC(C)(C)C,四氢吡喃 / 异辛烷,21,1,21,1,361.09,372.37,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C1CCOCC1 || smiles:CC(C)CCl,四氢吡喃 / 1-氯-2-甲基丙烷,21,1,21,2,316.27,360.49,40.00004345919999,101.299935074816,0.037799999999999945,0.9622,0.0361,0.9639,1
Binary,2,smiles:C1CCOCC1 || smiles:CC(C)O,四氢吡喃 / 2-丙醇,21,1,20,1,354.78,361.09,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C=C(F)C(F)(F)F || smiles:[Ar],"2,3,3,3-四氟-1-丙烯 / 氩气",21,1,19,21,173.16999999999996,272.87,14.290024691711999,4506.19004711744,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C=C1C2CCC(C2)C1(C)C || smiles:CC1=CCC2CC1C2(C)C,冰片烯 / 2-蒎烯,21,1,21,1,428.64,432.73,101.330065929984,101.330065929984,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C=CCO || smiles:O,丙烯醇 / 水,21,1,21,1,362.65999999999997,373.4,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(=O)N(C)C || smiles:CC(C)N(C)C,"N,N-二甲基乙酰胺 / N,N-二甲基异丙胺",21,1,21,1,339.13,439.04999999999995,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(=O)O || smiles:CN1CCCC1=O,乙酸 / N-甲基吡咯烷酮,21,1,21,1,400.75,475.02,101.330065929984,101.330065929984,0.06,0.94,0.006900000000000017,0.9931,1
Binary,2,smiles:CC(=O)OCC(C)C || smiles:CCCCCCO,乙酸异丁酯 / 1-己醇,21,1,21,1,389.9,430.05999999999995,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(=O)OCC(C)C || smiles:CCCCOC(=O)CC,乙酸异丁酯 / 丙酸正丁酯,21,1,21,1,389.9,418.68999999999994,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(=O)OCC(C)C || smiles:CN(C)C=O,"乙酸异丁酯 / N,N-二甲基甲酰胺",21,1,21,1,389.9,425.63,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)=O || smiles:CC(C)CC(C)(C)C,丙酮 / 异辛烷,21,1,21,1,328.74,372.33,101.319933430016,101.319933430016,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)=O || smiles:CCO,丙酮 / 乙醇,21,1,21,1,329.26,351.44,101.319933430016,101.319933430016,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)CC(C)(C)C || smiles:CCC(C)=O,异辛烷 / 丁酮,21,1,21,1,350.63,372.33,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)CCO || smiles:CCCCCCO,3-甲基-1-丁醇 / 1-己醇,21,1,1,17,343.2,343.2,3.2000034767359997,8.29998401984,0.01959999999999995,0.9804,0.09640000000000004,0.9036,1
Binary,2,smiles:CC(C)CO || smiles:CCCCOC(=O)CC,2-甲基-1-丙醇 / 丙酸正丁酯,21,1,21,1,381.09,418.68999999999994,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCC(C)=O || smiles:CO,丁酮 / 甲醇,21,1,19,1,337.4,352.79999999999995,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCC(C)O || smiles:CN(C)C=O,"2-丁醇 / N,N-二甲基甲酰胺",21,1,21,1,374.09999999999997,424.08,101.299935074816,101.299935074816,0.016,0.984,0.0040000000000000036,0.996,1
Binary,2,smiles:CCCCC1CCCCC1 || smiles:O=C=O,丁基环己烷 / 二氧化碳,21,1,3,21,323.15,423.15,2339.000024817024,20207.999957397118,0.05589999999999995,0.9441,0.0013600000000000279,0.99864,1
Binary,2,smiles:CCCCCCCC || smiles:CCO,正辛烷 / 乙醇,21,1,21,1,348.65,390.54999999999995,101.299935074816,101.299935074816,0.0050000000000000044,0.995,0.03649999999999998,0.9635,1
Binary,2,smiles:CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC || smiles:CO,三油酸甘油酯 / 甲醇,21,1,7,3,353.2,463.2,5999.999986083968,9999.999932365825,0.07,0.9299999999999999,0.0,1.0,1
Binary,2,smiles:CCCCCCO || smiles:CCCCOC(C)=O,1-己醇 / 乙酸正丁酯,21,1,1,18,343.2,343.2,3.3999870287359997,15.199949853311999,0.02070000000000005,0.9793,0.05779999999999996,0.9422,1
Binary,2,smiles:CCCCCO || smiles:CCCCO,1-戊醇 / 1-丁醇,21,1,21,1,390.85999999999996,411.09999999999997,100.999959746816,100.999959746816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCO || smiles:CCCO,1-戊醇 / 1-丙醇,21,1,21,1,369.75,410.62,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCO || smiles:COCOCC(C)C,1-丁醇 / 1-(甲氧基甲氧基)-2-甲基丙烷,21,1,21,1,381.21,390.9,101.330065929984,101.330065929984,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCO || smiles:CCOCCO,1-丙醇 / 2-乙氧基乙醇,21,1,21,1,369.75,407.95,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCOCCC || smiles:CCOCCO,二丙醚 / 2-乙氧基乙醇,21,1,21,1,363.15999999999997,407.95,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCO || smiles:CCOC(=O)CC,乙醇 / 丙酸乙酯,21,1,21,1,352.0,371.45,101.299935074816,101.299935074816,0.0131,0.9869,0.02080000000000004,0.9792,1
Binary,2,smiles:CCO || smiles:c1ccccc1,乙醇 / 苯,21,1,21,1,341.15,353.15,101.330065929984,101.330065929984,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCc1cccs1 || smiles:Cc1cc(C)cc(C)c1,"2-乙基噻吩 / 1,3,5-三甲苯",21,1,21,1,407.14,437.83,101.330065929984,101.330065929984,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CO || smiles:O,甲醇 / 水,21,2,21,1,338.46999999999997,369.5,101.299935074816,101.299935074816,0.023,0.977,0.027000000000000024,0.973,1
Binary,2,fallback:2435468cddae75fa || smiles:CC1=CCC2C(C1)C2(C)C,石竹烯 / 3-蒈烯,20,1,20,1,444.43999999999994,528.78,101.330065929984,101.330065929984,0.0,1.0,0.0,1.0,1
Binary,2,fallback:2435468cddae75fa || smiles:CC1=CCC2CC1C2(C)C,石竹烯 / 2-蒎烯,20,1,20,1,428.64,526.53,101.330065929984,101.330065929984,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C=C(F)C(F)(F)F || smiles:FC(F)(F)C(F)(F)C(F)(F)F,"2,3,3,3-四氟-1-丙烯 / 八氟丙烷",20,1,10,20,223.07999999999998,272.81,37.409989816064,432.050065280256,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C=CCO || smiles:CNC=O,丙烯醇 / N-甲基甲酰胺,20,1,20,1,369.95,472.25,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(=O)N(C)C || smiles:CC(=O)O,"N,N-二甲基乙酰胺 / 乙酸",20,1,20,2,322.78,382.83,6.999957609471999,11.999946376576,0.02100000000000002,0.979,0.0,1.0,1
Binary,2,smiles:CC(=O)N(C)C || smiles:CN(C)C=O,"N,N-二甲基乙酰胺 / N,N-二甲基甲酰胺",20,1,20,1,423.90999999999997,438.92999999999995,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)CC(C)(C)C || smiles:COC(C)(C)C,异辛烷 / 2-甲氧基-2-甲基丙烷,20,1,1,20,318.09999999999997,318.09999999999997,19.689980562816,67.580041760256,0.058,0.942,0.010000000000000009,0.99,1
Binary,2,smiles:CC(C)CCO || smiles:CCCCOC(C)=O,3-甲基-1-丁醇 / 乙酸正丁酯,20,1,1,18,343.2,343.2,8.00000869184,14.599999197312,0.032,0.968,0.06030000000000002,0.9397,1
Binary,2,smiles:CC(C)CO || smiles:CN(C)C=O,"2-甲基-1-丙醇 / N,N-二甲基甲酰胺",20,1,20,1,381.09,425.63,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)O || smiles:CCC(=O)OC(C)C,2-丙醇 / 丙酸异丙酯,20,1,20,1,355.15,382.65,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)O || smiles:COCCO,2-丙醇 / 2-甲氧基乙醇,20,1,20,1,355.34999999999997,397.44,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)O || smiles:OCCCO,"2-丙醇 / 1,3-丙二醇",20,1,20,1,355.46,487.54999999999995,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,2-蒎烯 / 对异丙基甲苯,20,1,20,1,428.65,449.39,100.699984418816,100.699984418816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCC(C)C || smiles:c1ccsc1,2-甲基丁烷 / 噻吩,20,1,20,1,305.34,351.57,101.330065929984,101.330065929984,0.01980000000000004,0.9802,0.0543,0.9457,1
Binary,2,smiles:CCCCCCCCCCCC(=O)OC || smiles:CO,十二酸甲酯 / 甲醇,20,1,3,20,493.0,543.0,2159.999946994176,8489.999991641216,0.10499999999999998,0.895,9.999999999998899e-05,0.9999,1
Binary,2,smiles:CCCCO || smiles:COCOCOCOC,"1-丁醇 / 2,4,6,8-四氧杂壬烷",20,1,20,1,390.84999999999997,428.95,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCc1ccccc1 || smiles:O=CN1CCOCC1,正丁苯 / N-甲酰吗啉,20,1,20,1,457.92999999999995,506.15,101.330065929984,101.330065929984,0.0205,0.9795,0.026599999999999957,0.9734,1
Binary,2,smiles:CO || smiles:OCC(F)(F)C(F)(F)C(F)(F)C(F)F,"甲醇 / 2,2,3,3,4,4,5,5-八氟-1-戊醇",20,1,20,1,337.45,413.25,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:NC1CCCCC1 || smiles:Nc1ccccc1,环己胺 / 苯胺,20,1,2,20,333.15,363.15,0.8799276288,25.590028636288,0.0,1.0,0.0,1.0,1
Binary,2,fallback:2435468cddae75fa || smiles:C=C1C2CCC(C2)C1(C)C,石竹烯 / 冰片烯,19,1,19,1,432.74,526.4,101.330065929984,101.330065929984,0.0,1.0,0.0,1.0,1
Binary,2,fallback:2435468cddae75fa || smiles:Cc1ccc(C(C)C)cc1,石竹烯 / 对异丙基甲苯,19,1,19,1,450.28,528.78,101.330065929984,101.330065929984,0.0,1.0,0.0,1.0,1
Binary,2,fallback:4501d0d6bfddcc6a || smiles:CCC(C)=O,乙酸异丙酯 / 丁酮,19,1,19,1,353.03999999999996,360.21999999999997,101.330065929984,101.330065929984,0.05289999999999995,0.9471,0.04400000000000004,0.956,1
Binary,2,fallback:4501d0d6bfddcc6a || smiles:COC(C)=O,乙酸异丙酯 / 乙酸甲酯,19,1,19,1,330.95,361.65,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C1CCCCC1 || smiles:O=C=O,环己烷 / 二氧化碳,19,1,2,12,323.15,353.15,1000.000019901056,11009.999929801088,0.0652,0.9348,0.020399999999999974,0.9796,1
Binary,2,smiles:C=C(F)C(F)(F)F || smiles:N#N,"2,3,3,3-四氟-1-丙烯 / 氮气",19,1,15,19,173.15999999999997,272.82,12.979999103744,4523.61994689792,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC#N || smiles:CCCO,乙腈 / 1-丙醇,19,1,19,1,352.90999999999997,363.96999999999997,101.299935074816,101.299935074816,0.0040000000000000036,0.996,0.05900000000000005,0.941,1
Binary,2,smiles:CC#N || smiles:OCCO,乙腈 / 乙二醇,19,1,19,1,354.95,457.27,101.299935074816,101.299935074816,0.008000000000000007,0.992,0.0,1.0,1
Binary,2,smiles:CC(C)=O || smiles:O=Cc1ccco1,丙酮 / 糠醛,19,1,19,1,329.55999999999995,435.15,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)CC(C)(C)C || smiles:CCCCOCCCC,异辛烷 / 二丁醚,19,1,19,1,372.15999999999997,414.54999999999995,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)CCO || smiles:CCCCO,3-甲基-1-丁醇 / 1-丁醇,19,1,1,19,343.2,343.2,7.80002513984,13.199981010943999,0.05010000000000003,0.9499,0.02939999999999998,0.9706,1
Binary,2,smiles:CC(C)O || smiles:CCOCC(C)O,2-丙醇 / 1-乙氧基-2-丙醇,19,1,19,1,355.33,405.03999999999996,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)OC(C)C || smiles:CCCCO,二异丙醚 / 1-丁醇,19,1,2,19,318.15,338.15,9.939982468608,88.91002077184,0.039,0.961,0.02200000000000002,0.978,1
Binary,2,smiles:CC1=CCC2C(C1)C2(C)C || smiles:Cc1ccc(C(C)C)cc1,3-蒈烯 / 对异丙基甲苯,19,1,19,1,444.43999999999994,450.28,101.330065929984,101.330065929984,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCC(C)OC(C)=O || smiles:CN(C)C=O,"乙酸仲丁酯 / N,N-二甲基甲酰胺",19,1,19,1,385.21,419.65,101.299935074816,101.299935074816,0.036,0.964,0.02200000000000002,0.978,1
Binary,2,smiles:CCCCCC || smiles:CCO,正己烷 / 乙醇,19,1,18,1,332.15,350.75,101.299935074816,101.299935074816,0.0012999999999999678,0.9987,0.05559999999999998,0.9444,1
Binary,2,smiles:CCCCCCCCCC || smiles:CCc1cccs1,正癸烷 / 2-乙基噻吩,19,1,19,1,407.14,447.46,101.330065929984,101.330065929984,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCCCCCCCC(=O)OC || smiles:CO,肉豆蔻酸甲酯 / 甲醇,19,1,3,19,493.0,543.0,2410.0000519612163,8420.000015579391,0.10199999999999998,0.898,9.999999999998899e-05,0.9999,1
Binary,2,smiles:CCCCCCCCCCCCCC(=O)OCC || smiles:CCO,十四酸乙酯 / 乙醇,19,1,3,19,493.0,543.0,2110.0000593231357,6930.0000299232,0.07199999999999995,0.928,0.00019999999999997797,0.9998,1
Binary,2,smiles:CCCCCCO || smiles:CCCCO,1-己醇 / 1-丁醇,19,1,1,19,343.2,343.2,3.0000199247359998,12.999997458944,0.0495,0.9505,0.008399999999999963,0.9916,1
Binary,2,smiles:CCCCCO || smiles:CCCCCS,1-戊醇 / 1-戊硫醇,19,1,2,19,372.75,392.71999999999997,24.300001403519996,88.199945839872,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCOC(C)=O || smiles:COc1ccccc1O,乙酸正丁酯 / 愈创木酚,19,1,19,1,401.21,473.46999999999997,101.330065929984,101.330065929984,0.02,0.98,0.008000000000000007,0.992,1
Binary,2,smiles:CCCO || smiles:CCOCC(C)O,1-丙醇 / 1-乙氧基-2-丙醇,19,1,19,1,369.9,405.03999999999996,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCO || smiles:OCCO,1-丙醇 / 乙二醇,19,1,19,1,370.64,440.81999999999994,101.299935074816,101.299935074816,0.009000000000000008,0.991,0.0,1.0,1
Binary,2,smiles:CCO || smiles:COC(=O)OC,乙醇 / 碳酸二甲酯,19,1,16,1,348.15,360.25,101.299935074816,101.299935074816,0.04500000000000004,0.955,0.07399999999999995,0.926,1
Binary,2,smiles:CCOC(=O)C(C)CC || smiles:O=C=O,2-甲基丁酸乙酯 / 二氧化碳,19,1,3,19,313.2,333.2,2099.99994846656,9279.999950034433,0.038000000000000034,0.962,0.0040000000000000036,0.996,1
Binary,2,smiles:Cc1ccc(C)cc1 || smiles:OCC(F)(F)C(F)F,"对二甲苯 / 2,2,3,3-四氟-1-丙醇",19,1,19,1,379.4,411.45,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:Cc1ccccc1C || smiles:c1ccccc1,邻二甲苯 / 苯,19,1,19,1,353.29999999999995,417.5,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:ClC(Cl)(Cl)Br || smiles:ClCBr,三氯溴甲烷 / 溴氯甲烷,19,1,1,19,308.15,308.15,9.376028851967998,30.244045858432,0.03059999999999996,0.9694,0.0,1.0,1
Binary,2,smiles:ClC(Cl)Cl || smiles:OCC(F)(F)C(F)F,"氯仿 / 2,2,3,3-四氟-1-丙醇",19,1,19,1,334.22999999999996,382.15,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:FC(F)Cl || smiles:O=C=O,氯二氟甲烷 / 二氧化碳,19,1,1,19,273.15,273.15,497.99997444697595,3487.000005533568,0.0,1.0,0.0,1.0,1
Binary,2,smiles:BrCBr || smiles:ClCBr,二溴甲烷 / 溴氯甲烷,18,1,1,18,308.15,308.15,11.38706345088,29.887941813504,0.0477,0.9523,0.0136,0.9864,1
Binary,2,smiles:BrCCBr || smiles:ClC(Cl)Cl,"1,2-二溴乙烷 / 氯仿",18,1,18,9,334.7,404.7,101.47005441638399,101.560047014784,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C/C=C/CC#N || smiles:C=CC1CC=CCC1,3-戊烯腈 / 4-乙烯基环己烯,18,1,16,2,372.15,410.65,50.000020993408,100.000041986816,0.124,0.876,0.17300000000000004,0.827,1
Binary,2,smiles:C=C || smiles:Cc1ccccc1,乙烯 / 甲苯,18,1,3,17,323.15,423.15,470.00001068672,2890.000040182144,0.0265,0.9735,0.007199999999999984,0.9928,1
Binary,2,smiles:CC(C)CC(C)(C)C || smiles:CC(C)OC(C)C,异辛烷 / 二异丙醚,18,1,18,1,342.57,368.15,101.299935074816,101.299935074816,0.050000000000000044,0.95,0.02300000000000002,0.977,1
Binary,2,smiles:CC(C)N(C)C || smiles:O=Cc1ccco1,"N,N-二甲基异丙胺 / 糠醛",18,1,18,1,339.13,435.15,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(C)OC(C)C || smiles:CCOCC(C)O,二异丙醚 / 1-乙氧基-2-丙醇,18,1,18,1,341.71999999999997,405.03999999999996,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCO || smiles:ClCCBr,1-丙醇 / 1-溴-2-氯乙烷,18,1,1,18,313.15,313.15,7.181942641791999,12.24899256,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCOC(C)=O || smiles:CS(C)=O,乙酸正丙酯 / 二甲基亚砜,18,1,18,1,374.62,463.27,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCO || smiles:OCCCO,"乙醇 / 1,3-丙二醇",18,1,18,1,351.45,441.03,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCOC(C)=O || smiles:CS(C)=O,乙酸乙酯 / 二甲基亚砜,18,1,18,1,350.28999999999996,463.27,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CN1CCCC1=O || smiles:OCC(F)(F)C(F)F,"N-甲基吡咯烷酮 / 2,2,3,3-四氟-1-丙醇",18,1,18,1,381.95,476.04999999999995,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CO || smiles:CS(C)=O,甲醇 / 二甲基亚砜,18,1,18,1,338.44,460.43999999999994,101.299935074816,101.299935074816,0.004,0.996,0.0,1.0,1
Binary,2,smiles:Cl[SiH2]Cl || smiles:Cl[Si](Cl)(Cl)Cl,二氯氢硅 / 四氯化硅,18,1,10,18,343.26,353.09999999999997,205.099931194368,705.6999584620801,0.08,0.92,0.03300000000000003,0.967,1
Binary,2,smiles:FC(F)(F)C(Cl)Cl || smiles:O=C=O,"1,1-二氯-2,2,2-三氟乙烷 / 二氧化碳",18,1,3,18,313.15,333.15,872.9999319139839,8073.99993963264,0.07909999999999995,0.9209,0.021199999999999997,0.9788,1
Binary,2,fallback:e1591e1a11bbc209 || smiles:C=CC(C)CCCC(C)(C)O,"(1S,2S,5R)-蒎烷 / 2,6-二甲基-7-辛烯-2-醇",17,1,17,1,353.95,383.04999999999995,6.0000398494719995,6.0000398494719995,0.0288,0.9712,0.04259999999999997,0.9574,1
Binary,2,smiles:BrCBr || smiles:ClC(Cl)(Cl)Br,二溴甲烷 / 三氯溴甲烷,17,1,1,17,308.15,308.15,8.72794882112,10.361014506752,0.0252,0.9748,0.0445,0.9555,1
Binary,2,smiles:BrCCBr || smiles:ClC(Cl)C(Cl)Cl,"1,2-二溴乙烷 / 1,1,2,2-四氯乙烷",17,1,17,10,404.4,418.59999999999997,101.290069219584,101.430057705984,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C1COCCO1 || smiles:CCCCO,"1,4-二噁烷 / 1-丁醇",17,1,1,17,363.15,363.15,34.119993740927995,70.910034545792,0.0,1.0,0.0,1.0,1
Binary,2,smiles:C=C(C)C(C)C || smiles:c1ccsc1,"2,3-二甲基-1-丁烯 / 噻吩",17,1,17,1,330.72999999999996,356.03,101.330065929984,101.330065929984,0.01749999999999996,0.9825,0.05879999999999996,0.9412,1
Binary,2,smiles:C=CCO || smiles:CN1CCCC1=O,丙烯醇 / N-甲基吡咯烷酮,17,1,17,1,369.95,475.43999999999994,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(=O)O || smiles:ClCCCl,"乙酸 / 1,2-二氯乙烷",17,1,17,1,356.65,389.65,101.299935074816,101.299935074816,0.008000000000000007,0.992,0.018000000000000016,0.982,1
Binary,2,smiles:CC(C)CC(C)(C)C || smiles:CCCCS,异辛烷 / 1-丁硫醇,17,1,1,17,368.15,368.15,90.300039780608,100.699984418816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CC(O)C(C)O || smiles:CCCCO,"1,2-丁二醇 / 1-丁醇",17,1,17,1,395.25,448.15,101.299935074816,101.299935074816,0.02100000000000002,0.979,0.019,0.981,1
Binary,2,smiles:CC(O)C(C)O || smiles:CCCCOC(C)=O,"1,2-丁二醇 / 乙酸正丁酯",17,1,17,1,400.34999999999997,443.84999999999997,101.299935074816,101.299935074816,0.030000000000000027,0.97,0.01,0.99,1
Binary,2,smiles:CCC(=O)O || smiles:CCI,丙酸 / 碘乙烷,17,1,17,1,345.45,414.31999999999994,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCC || smiles:c1ccoc1,正己烷 / 呋喃,17,1,17,1,304.71999999999997,338.42999999999995,100.999959746816,100.999959746816,0.009000000000000008,0.991,0.008000000000000007,0.992,1
Binary,2,smiles:CCCCCCCCC || smiles:c1ccccc1,正壬烷 / 苯,17,1,17,1,353.29999999999995,423.79999999999995,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCCCCCCCCC || smiles:Cc1ccc(C)s1,"正癸烷 / 2,5-二甲基噻吩",17,1,17,1,409.96,447.46,101.330065929984,101.330065929984,0.0,1.0,0.0,1.0,1
Binary,2,smiles:CCI || smiles:CCO,碘乙烷 / 乙醇,17,1,17,1,336.05999999999995,351.45,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
Binary,2,smiles:COC(C)=O || smiles:CS(C)=O,乙酸甲酯 / 二甲基亚砜,17,1,17,1,331.41999999999996,441.58,101.299935074816,101.299935074816,0.017,0.983,0.0010000000000000009,0.999,1
Binary,2,smiles:Cc1ccc(C)c(C)c1 || smiles:O=CN1CCOCC1,"1,2,4-三甲苯 / N-甲酰吗啉",17,1,17,1,444.59999999999997,510.34999999999997,101.330065929984,101.330065929984,0.0046,0.9954,0.028200000000000003,0.9718,1
Binary,2,smiles:Cc1ccccc1 || smiles:Cc1ccccc1C,甲苯 / 邻二甲苯,17,1,17,1,383.4,417.5,101.299935074816,101.299935074816,0.0,1.0,0.0,1.0,1
