component_id,canonical_smiles,inchikey,representative_original_name,representative_formula,representative_raw_smiles,dataset_membership,record_occurrences,binary_record_occurrences,ternary_record_occurrences,unique_systems,identity_methods,has_parseable_smiles,raw_missing_smiles_occurrences,raw_smiles_parse_failures,name_variants,formula_variants,umap_1,umap_2,umap_status,molecular_weight_g_mol,logp,tpsa_a2,primary_functional_family,functional_families,fingerprint_radius,fingerprint_bits
smiles:O=C1OC(=O)c2cc(F)ccc21,O=C1OC(=O)c2cc(F)ccc21,XVMKZAAFVWXIII-UHFFFAOYSA-N,"5-氟-1,3-异苯并呋喃二酮",C8H3FO3,C1=CC2=C(C=C1F)C(=O)OC2=O,Binary only,44,44,0,1,canonical_smiles,True,0,0,1,1,14.405064582824707,1.4849120378494263,projected,166.10699999999997,1.1363,43.370000000000005,ester,ester;ether;halogenated;aromatic,2,2048
smiles:O=C=O,O=C=O,CURLTUGMZLYLDI-UHFFFAOYSA-N,二氧化碳,CO2,C(=O)=O,Shared,2628,2495,133,64,canonical_smiles,True,0,0,1,1,10.536763191223145,6.0770697593688965,projected,44.009,-0.5835,34.14,other,other,2,2048
smiles:O=CN1CCOCC1,O=CN1CCOCC1,LCEDQNDDFOCWGG-UHFFFAOYSA-N,N-甲酰吗啉,C5H9NO2,C1COCCN1C=O,Binary only,65,65,0,4,canonical_smiles,True,0,0,1,1,17.146848678588867,4.236393928527832,projected,115.132,-0.5250000000000001,29.540000000000003,amide,amide;ether,2,2048
smiles:O=Cc1ccccc1,O=Cc1ccccc1,HUMNYLRZRPPJDN-UHFFFAOYSA-N,苯甲醛,C7H6O,C1=CC=C(C=C1)C=O,Binary only,42,42,0,1,canonical_smiles,True,0,0,1,1,14.832610130310059,1.2826393842697144,projected,106.12399999999997,1.4990999999999999,17.07,aromatic,aromatic,2,2048
smiles:O=Cc1ccco1,O=Cc1ccco1,HYBBIBNJHNGZAN-UHFFFAOYSA-N,糠醛,C5H4O2,C1=COC(=C1)C=O,Binary only,110,110,0,6,canonical_smiles,True,0,0,1,1,14.352034568786621,1.496667504310608,projected,96.08499999999998,1.0920999999999998,30.21,aromatic,aromatic,2,2048
smiles:O=O,O=O,MYMOFIZGZYHOMD-UHFFFAOYSA-N,氧气,O2,O=O,Shared,155,106,49,5,canonical_smiles,True,0,0,1,1,10.471614837646484,6.053032875061035,projected,31.998,0.067,34.14,other,other,2,2048
smiles:O=S1(=O)CCCC1,O=S1(=O)CCCC1,HXJUTPCZVOIRIF-UHFFFAOYSA-N,环丁砜,C4H8O2S,C1CCS(=O)(=O)C1,Binary only,33,33,0,3,canonical_smiles,True,0,0,1,1,16.855459213256836,3.8994975090026855,projected,120.173,0.19500000000000006,34.14,sulfur-containing,sulfur-containing,2,2048
smiles:O=S=O,O=S=O,RAHZWNYVWXNFOC-UHFFFAOYSA-N,二氧化硫,O2S,O=S=O,Shared,132,101,31,4,canonical_smiles,True,0,0,1,1,10.545897483825684,6.007697582244873,projected,64.065,-0.6701999999999999,34.14,sulfur-containing,sulfur-containing,2,2048
smiles:O=[N+]([O-])c1ccc(Cl)c(Cl)c1,O=[N+]([O-])c1ccc(Cl)c(Cl)c1,NTBYINQTYWZXLH-UHFFFAOYSA-N,"3,4-二氯-1-硝基苯",C6H3Cl2NO2,C1=CC(=C(C=C1[N+](=O)[O-])Cl)Cl,Binary only,45,45,0,1,canonical_smiles,True,0,0,1,1,14.356389999389648,1.1280940771102905,projected,192.00099999999998,2.901600000000001,43.14,amine,amine;halogenated;aromatic,2,2048
smiles:O=[N+]([O-])c1cccc(Cl)c1Cl,O=[N+]([O-])c1cccc(Cl)c1Cl,CMVQZRLQEOAYSW-UHFFFAOYSA-N,"1,2-二氯-3-硝基苯",C6H3Cl2NO2,C1=CC(=C(C(=C1)Cl)Cl)[N+](=O)[O-],Binary only,45,45,0,1,canonical_smiles,True,0,0,1,1,14.383707046508789,1.1592937707901,projected,192.00099999999998,2.901600000000001,43.14,amine,amine;halogenated;aromatic,2,2048
smiles:O=[N+]([O-])c1ccccc1,O=[N+]([O-])c1ccccc1,LQNUZADURLCDLV-UHFFFAOYSA-N,硝基苯,C6H5NO2,C1=CC=C(C=C1)[N+](=O)[O-],Binary only,16,16,0,1,canonical_smiles,True,0,0,1,1,14.47122573852539,1.031049370765686,projected,123.11099999999996,1.5948,43.14,amine,amine;aromatic,2,2048
smiles:OC1CCCCC1,OC1CCCCC1,HPXRVTGHNJAIIH-UHFFFAOYSA-N,环己醇,C6H12O,C1CCC(CC1)O,Binary only,40,40,0,1,canonical_smiles,True,0,0,1,1,16.291154861450195,4.191312313079834,projected,100.161,1.3114,20.23,alcohol,alcohol,2,2048
smiles:OCC(F)(F)C(F)(F)C(F)(F)C(F)F,OCC(F)(F)C(F)(F)C(F)(F)C(F)F,JUGSKHLZINSXPQ-UHFFFAOYSA-N,"2,2,3,3,4,4,5,5-八氟-1-戊醇",C5H4F8O,C(C(C(C(C(F)F)(F)F)(F)F)(F)F)O,Binary only,36,36,0,2,canonical_smiles,True,0,0,1,1,9.058150291442871,2.520272970199585,projected,232.06999999999996,2.1497,20.23,alcohol,alcohol;halogenated,2,2048
smiles:OCC(F)(F)C(F)F,OCC(F)(F)C(F)F,NBUKAOOFKZFCGD-UHFFFAOYSA-N,"2,2,3,3-四氟-1-丙醇",C3H4F4O,C(C(C(F)F)(F)F)O,Binary only,120,120,0,7,canonical_smiles,True,0,0,1,1,9.223140716552734,2.593205690383911,projected,132.056,0.8791,20.23,alcohol,alcohol;halogenated,2,2048
smiles:OCCCO,OCCCO,YPFDHNVEDLHUCE-UHFFFAOYSA-N,"1,3-丙二醇",C3H8O2,C(CO)CO,Shared,94,55,39,4,canonical_smiles,True,0,0,1,1,12.000323295593262,8.403347969055176,projected,76.095,-0.6389,40.46,alcohol,alcohol,2,2048
smiles:OCCN1CCCC1,OCCN1CCCC1,XBRDBODLCHKXHI-UHFFFAOYSA-N,1-(2-羟乙基)吡咯烷,C6H13NO,C1CCN(C1)CCO,Binary only,36,36,0,1,canonical_smiles,True,0,0,1,1,11.805516242980957,8.190587043762207,projected,115.176,0.07449999999999979,23.47,alcohol,alcohol;amine,2,2048
smiles:OCCNCCO,OCCNCCO,ZBCBWPMODOFKDW-UHFFFAOYSA-N,二乙醇胺,C4H11NO2,C(CO)NCCO,Binary only,30,30,0,2,canonical_smiles,True,0,0,1,1,11.809353828430176,8.362661361694336,projected,105.137,-1.4393999999999998,52.489999999999995,alcohol,alcohol;amine,2,2048
smiles:OCCO,OCCO,LYCAIKOWRPUZTN-UHFFFAOYSA-N,乙二醇,C2H6O2,C(CO)O,Shared,137,60,77,6,canonical_smiles,True,0,0,1,1,11.760034561157227,8.187602043151855,projected,62.068000000000005,-1.0290000000000001,40.46,alcohol,alcohol,2,2048
smiles:OCCOCCOCCO,OCCOCCOCCO,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,三甘醇,C6H14O4,C(COCCOCCO)O,Binary only,60,60,0,1,canonical_smiles,True,0,0,1,1,10.94995403289795,8.024248123168945,projected,150.174,-0.9958000000000002,58.92,alcohol,alcohol;ether,2,2048
smiles:OCc1ccco1,OCc1ccco1,XPFVYQJUAUNWIW-UHFFFAOYSA-N,糠醇,C5H6O2,C1=COC(=C1)CO,Binary only,60,60,0,2,canonical_smiles,True,0,0,1,1,14.409914016723633,1.781192660331726,projected,98.10099999999998,0.7719,33.370000000000005,alcohol,alcohol;aromatic,2,2048
smiles:S,S,RWSOTUBLDIXVET-UHFFFAOYSA-N,硫化氢,H2S,S,Shared,59,35,24,2,canonical_smiles;name_formula_linked_to_smiles,True,24,0,1,1,,,disconnected,34.083,0.11280000000000001,0.0,sulfur-containing,sulfur-containing,2,2048
smiles:[Ar],[Ar],XKRFYHLGVUSROY-UHFFFAOYSA-N,氩气,Ar,[Ar],Shared,172,154,18,3,canonical_smiles,True,0,0,1,1,,,disconnected,39.948,0.0,0.0,other,other,2,2048
smiles:[Bi],[Bi],JCXGWMGPZLAOME-UHFFFAOYSA-N,铋,Bi,[Bi],Shared,20,9,11,2,canonical_smiles,True,0,0,1,1,,,disconnected,208.98,-0.3808,0.0,other,other,2,2048
smiles:[C-]#[O+],[C-]#[O+],UGFAIRIUMAVXCW-UHFFFAOYSA-N,一氧化碳,CO,[C-]#[O+],Binary only,229,229,0,3,canonical_smiles,True,0,0,1,1,12.64642333984375,7.867892742156982,projected,28.009999999999998,-0.03751,19.9,other,other,2,2048
smiles:[Cu],[Cu],RYGMFSIKBFXOCR-UHFFFAOYSA-N,铜,Cu,[Cu],Shared,20,9,11,2,canonical_smiles,True,0,0,1,1,,,disconnected,63.546,-0.0025,0.0,other,other,2,2048
smiles:[N]=O,[N]=O,MWUXSHHQAYIFBG-UHFFFAOYSA-N,一氧化氮,NO,[N]=O,Binary only,32,32,0,1,canonical_smiles,True,0,0,1,1,10.589312553405762,6.137001991271973,projected,30.006,-0.44710000000000005,39.370000000000005,other,other,2,2048
smiles:[Sb],[Sb],WATWJIUSRGPENY-UHFFFAOYSA-N,锑,Sb,[Sb],Shared,16,5,11,2,canonical_smiles,True,0,0,1,1,,,disconnected,121.76,-0.3808,0.0,other,other,2,2048
smiles:[Sn],[Sn],ATJFFYVFTNAWJD-UHFFFAOYSA-N,锡,Sn,[Sn],Binary only,5,5,0,1,canonical_smiles,True,0,0,1,1,,,disconnected,118.711,-0.3808,0.0,other,other,2,2048
smiles:[Xe],[Xe],FHNFHKCVQCLJFQ-UHFFFAOYSA-N,氙气,Xe,[Xe],Binary only,10,10,0,1,canonical_smiles,True,0,0,1,1,,,disconnected,131.29,0.0,0.0,other,other,2,2048
smiles:c1ccc2c(c1)CCCC2,c1ccc2c(c1)CCCC2,CXWXQJXEFPUFDZ-UHFFFAOYSA-N,"1,2,3,4-四氢萘",C10H12,C1CCC2=CC=CC=C2C1,Binary only,14,14,0,1,canonical_smiles,True,0,0,1,1,16.04109764099121,2.6611318588256836,projected,132.206,2.5654000000000003,0.0,aromatic,aromatic,2,2048
smiles:c1ccc2sccc2c1,c1ccc2sccc2c1,FCEHBMOGCRZNNI-UHFFFAOYSA-N,苯并噻吩,C8H6S,C1=CC=C2C(=C1)C=CS2,Binary only,27,27,0,3,canonical_smiles,True,0,0,1,1,14.901403427124023,1.5460625886917114,projected,134.20299999999997,2.901300000000001,0.0,sulfur-containing,sulfur-containing;aromatic,2,2048
smiles:c1ccccc1,c1ccccc1,UHOVQNZJYSORNB-UHFFFAOYSA-N,苯,C6H6,C1=CC=CC=C1,Shared,348,158,190,12,canonical_smiles,True,0,0,1,1,14.800434112548828,1.281503438949585,projected,78.11399999999999,1.6866,0.0,aromatic,aromatic,2,2048
smiles:c1ccoc1,c1ccoc1,YLQBMQCUIZJEEH-UHFFFAOYSA-N,呋喃,C4H4O,C1=COC=C1,Binary only,115,115,0,5,canonical_smiles,True,0,0,1,1,14.38330364227295,1.708582878112793,projected,68.07499999999999,1.2795999999999998,13.14,aromatic,aromatic,2,2048
smiles:c1ccsc1,c1ccsc1,YTPLMLYBLZKORZ-UHFFFAOYSA-N,噻吩,C4H4S,C1=CSC=C1,Shared,305,249,56,10,canonical_smiles,True,0,0,1,1,14.72275161743164,1.83738374710083,projected,84.14299999999999,1.7480999999999998,0.0,sulfur-containing,sulfur-containing;aromatic,2,2048
