dataset,system_id,system_formula_label,family_1,family_2,family_pair,data_points
Binary,smiles:CCCCOC(C)=O || smiles:COc1ccccc1,C6H12O2 / C7H8O,ester,ether,ester + ether,22
Binary,smiles:CCOC(C)(C)CC || smiles:CO,C7H16O / CH4O,alcohol,ether,alcohol + ether,22
Binary,smiles:CO || smiles:COC(=O)Oc1ccccc1,CH4O / C8H8O3,alcohol,ester,alcohol + ester,22
Binary,smiles:COC(=O)OC || smiles:COC(=O)Oc1ccccc1,C3H6O3 / C8H8O3,ester,ester,ester + ester,22
Binary,smiles:FC(Cl)C(F)(F)F || smiles:O=C=O,C2HClF4 / CO2,halogenated,other,halogenated + other,22
Binary,smiles:FC(F)C(F)(F)F || smiles:O=C=O,C2HF5 / CO2,halogenated,other,halogenated + other,22
Binary,smiles:C1CCCCC1 || smiles:CCOC(=O)CC,C6H12 / C5H10O2,ester,hydrocarbon,ester + hydrocarbon,21
Binary,smiles:C1CCCCC1 || smiles:Nc1ccccc1,C6H12 / C6H7N,amine,hydrocarbon,amine + hydrocarbon,21
Binary,smiles:C1CCOCC1 || smiles:CC(C)CC(C)(C)C,C5H10O / C8H18,ether,hydrocarbon,ether + hydrocarbon,21
Binary,smiles:C1CCOCC1 || smiles:CC(C)CCl,C5H10O / C4H9Cl,ether,halogenated,ether + halogenated,21
Binary,smiles:C1CCOCC1 || smiles:CC(C)O,C5H10O / C3H8O,alcohol,ether,alcohol + ether,21
Binary,smiles:C=C(F)C(F)(F)F || smiles:[Ar],C3H2F4 / Ar,halogenated,other,halogenated + other,21
Binary,smiles:C=C1C2CCC(C2)C1(C)C || smiles:CC1=CCC2CC1C2(C)C,C10H16 / C10H16,hydrocarbon,hydrocarbon,hydrocarbon + hydrocarbon,21
Binary,smiles:C=CCO || smiles:O,C3H6O / H2O,alcohol,water,alcohol + water,21
Binary,smiles:CC(=O)N(C)C || smiles:CC(C)N(C)C,C4H9NO / C5H13N,amide,amine,amide + amine,21
Binary,smiles:CC(=O)O || smiles:CN1CCCC1=O,C2H4O2 / C5H9NO,acid,amide,acid + amide,21
Binary,smiles:CC(=O)OCC(C)C || smiles:CCCCCCO,C6H12O2 / C6H14O,alcohol,ester,alcohol + ester,21
Binary,smiles:CC(=O)OCC(C)C || smiles:CCCCOC(=O)CC,C6H12O2 / C7H14O2,ester,ester,ester + ester,21
Binary,smiles:CC(=O)OCC(C)C || smiles:CN(C)C=O,C6H12O2 / C3H7NO,amide,ester,amide + ester,21
Binary,smiles:CC(C)=O || smiles:CC(C)CC(C)(C)C,C3H6O / C8H18,hydrocarbon,ketone,hydrocarbon + ketone,21
Binary,smiles:CC(C)=O || smiles:CCO,C3H6O / C2H6O,alcohol,ketone,alcohol + ketone,21
Binary,smiles:CC(C)CC(C)(C)C || smiles:CCC(C)=O,C8H18 / C4H8O,hydrocarbon,ketone,hydrocarbon + ketone,21
Binary,smiles:CC(C)CCO || smiles:CCCCCCO,C5H12O / C6H14O,alcohol,alcohol,alcohol + alcohol,21
Binary,smiles:CC(C)CO || smiles:CCCCOC(=O)CC,C4H10O / C7H14O2,alcohol,ester,alcohol + ester,21
Binary,smiles:CCC(C)=O || smiles:CO,C4H8O / CH4O,alcohol,ketone,alcohol + ketone,21
Binary,smiles:CCC(C)O || smiles:CN(C)C=O,C4H10O / C3H7NO,alcohol,amide,alcohol + amide,21
Binary,smiles:CCCCC1CCCCC1 || smiles:O=C=O,C10H20 / CO2,hydrocarbon,other,hydrocarbon + other,21
Binary,smiles:CCCCCCCC || smiles:CCO,C8H18 / C2H6O,alcohol,hydrocarbon,alcohol + hydrocarbon,21
Binary,smiles:CCCCCCCC/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC || smiles:CO,C57H104O6 / CH4O,alcohol,ester,alcohol + ester,21
Binary,smiles:CCCCCCO || smiles:CCCCOC(C)=O,C6H14O / C6H12O2,alcohol,ester,alcohol + ester,21
Binary,smiles:CCCCCO || smiles:CCCCO,C5H12O / C4H10O,alcohol,alcohol,alcohol + alcohol,21
Binary,smiles:CCCCCO || smiles:CCCO,C5H12O / C3H8O,alcohol,alcohol,alcohol + alcohol,21
Binary,smiles:CCCCO || smiles:COCOCC(C)C,C4H10O / C6H14O2,alcohol,ether,alcohol + ether,21
Binary,smiles:CCCO || smiles:CCOCCO,C3H8O / C4H10O2,alcohol,alcohol,alcohol + alcohol,21
Binary,smiles:CCCOCCC || smiles:CCOCCO,C6H14O / C4H10O2,alcohol,ether,alcohol + ether,21
Binary,smiles:CCO || smiles:CCOC(=O)CC,C2H6O / C5H10O2,alcohol,ester,alcohol + ester,21
Binary,smiles:CCO || smiles:c1ccccc1,C2H6O / C6H6,alcohol,aromatic,alcohol + aromatic,21
Binary,smiles:CCc1cccs1 || smiles:Cc1cc(C)cc(C)c1,C6H8S / C9H12,aromatic,sulfur-containing,aromatic + sulfur-containing,21
Binary,smiles:CO || smiles:O,CH4O / H2O,alcohol,water,alcohol + water,21
Binary,fallback:2435468cddae75fa || smiles:CC1=CCC2C(C1)C2(C)C,C15H24 / C10H16,hydrocarbon,unresolved,hydrocarbon + unresolved,20
Binary,fallback:2435468cddae75fa || smiles:CC1=CCC2CC1C2(C)C,C15H24 / C10H16,hydrocarbon,unresolved,hydrocarbon + unresolved,20
Binary,smiles:C=C(F)C(F)(F)F || smiles:FC(F)(F)C(F)(F)C(F)(F)F,C3H2F4 / C3F8,halogenated,halogenated,halogenated + halogenated,20
Binary,smiles:C=CCO || smiles:CNC=O,C3H6O / C2H5NO,alcohol,amide,alcohol + amide,20
Binary,smiles:CC(=O)N(C)C || smiles:CC(=O)O,C4H9NO / C2H4O2,acid,amide,acid + amide,20
Binary,smiles:CC(=O)N(C)C || smiles:CN(C)C=O,C4H9NO / C3H7NO,amide,amide,amide + amide,20
Binary,smiles:CC(C)CC(C)(C)C || smiles:COC(C)(C)C,C8H18 / C5H12O,ether,hydrocarbon,ether + hydrocarbon,20
Binary,smiles:CC(C)CCO || smiles:CCCCOC(C)=O,C5H12O / C6H12O2,alcohol,ester,alcohol + ester,20
Binary,smiles:CC(C)CO || smiles:CN(C)C=O,C4H10O / C3H7NO,alcohol,amide,alcohol + amide,20
Binary,smiles:CC(C)O || smiles:CCC(=O)OC(C)C,C3H8O / C6H12O2,alcohol,ester,alcohol + ester,20
Binary,smiles:CC(C)O || smiles:COCCO,C3H8O / C3H8O2,alcohol,alcohol,alcohol + alcohol,20
Binary,smiles:CC(C)O || smiles:OCCCO,C3H8O / C3H8O2,alcohol,alcohol,alcohol + alcohol,20
Binary,smiles:CC1=CCC2CC1C2(C)C || smiles:Cc1ccc(C(C)C)cc1,C10H16 / C10H14,aromatic,hydrocarbon,aromatic + hydrocarbon,20
Binary,smiles:CCC(C)C || smiles:c1ccsc1,C5H12 / C4H4S,hydrocarbon,sulfur-containing,hydrocarbon + sulfur-containing,20
Binary,smiles:CCCCCCCCCCCC(=O)OC || smiles:CO,C13H26O2 / CH4O,alcohol,ester,alcohol + ester,20
Binary,smiles:CCCCO || smiles:COCOCOCOC,C4H10O / C5H12O4,alcohol,ether,alcohol + ether,20
Binary,smiles:CCCCc1ccccc1 || smiles:O=CN1CCOCC1,C10H14 / C5H9NO2,amide,aromatic,amide + aromatic,20
Binary,smiles:CO || smiles:OCC(F)(F)C(F)(F)C(F)(F)C(F)F,CH4O / C5H4F8O,alcohol,alcohol,alcohol + alcohol,20
Binary,smiles:NC1CCCCC1 || smiles:Nc1ccccc1,C6H13N / C6H7N,amine,amine,amine + amine,20
Binary,fallback:2435468cddae75fa || smiles:C=C1C2CCC(C2)C1(C)C,C15H24 / C10H16,hydrocarbon,unresolved,hydrocarbon + unresolved,19
Binary,fallback:2435468cddae75fa || smiles:Cc1ccc(C(C)C)cc1,C15H24 / C10H14,aromatic,unresolved,aromatic + unresolved,19
Binary,fallback:4501d0d6bfddcc6a || smiles:CCC(C)=O,C5H10O2 / C4H8O,ketone,unresolved,ketone + unresolved,19
Binary,fallback:4501d0d6bfddcc6a || smiles:COC(C)=O,C5H10O2 / C3H6O2,ester,unresolved,ester + unresolved,19
Binary,smiles:C1CCCCC1 || smiles:O=C=O,C6H12 / CO2,hydrocarbon,other,hydrocarbon + other,19
Binary,smiles:C=C(F)C(F)(F)F || smiles:N#N,C3H2F4 / N2,halogenated,other,halogenated + other,19
Binary,smiles:CC#N || smiles:CCCO,C2H3N / C3H8O,alcohol,other,alcohol + other,19
Binary,smiles:CC#N || smiles:OCCO,C2H3N / C2H6O2,alcohol,other,alcohol + other,19
Binary,smiles:CC(C)=O || smiles:O=Cc1ccco1,C3H6O / C5H4O2,aromatic,ketone,aromatic + ketone,19
Binary,smiles:CC(C)CC(C)(C)C || smiles:CCCCOCCCC,C8H18 / C8H18O,ether,hydrocarbon,ether + hydrocarbon,19
Binary,smiles:CC(C)CCO || smiles:CCCCO,C5H12O / C4H10O,alcohol,alcohol,alcohol + alcohol,19
Binary,smiles:CC(C)O || smiles:CCOCC(C)O,C3H8O / C5H12O2,alcohol,alcohol,alcohol + alcohol,19
Binary,smiles:CC(C)OC(C)C || smiles:CCCCO,C6H14O / C4H10O,alcohol,ether,alcohol + ether,19
Binary,smiles:CC1=CCC2C(C1)C2(C)C || smiles:Cc1ccc(C(C)C)cc1,C10H16 / C10H14,aromatic,hydrocarbon,aromatic + hydrocarbon,19
Binary,smiles:CCC(C)OC(C)=O || smiles:CN(C)C=O,C6H12O2 / C3H7NO,amide,ester,amide + ester,19
Binary,smiles:CCCCCC || smiles:CCO,C6H14 / C2H6O,alcohol,hydrocarbon,alcohol + hydrocarbon,19
Binary,smiles:CCCCCCCCCC || smiles:CCc1cccs1,C10H22 / C6H8S,hydrocarbon,sulfur-containing,hydrocarbon + sulfur-containing,19
Binary,smiles:CCCCCCCCCCCCCC(=O)OC || smiles:CO,C15H30O2 / CH4O,alcohol,ester,alcohol + ester,19
Binary,smiles:CCCCCCCCCCCCCC(=O)OCC || smiles:CCO,C16H32O2 / C2H6O,alcohol,ester,alcohol + ester,19
Binary,smiles:CCCCCCO || smiles:CCCCO,C6H14O / C4H10O,alcohol,alcohol,alcohol + alcohol,19
Binary,smiles:CCCCCO || smiles:CCCCCS,C5H12O / C5H12S,alcohol,sulfur-containing,alcohol + sulfur-containing,19
Binary,smiles:CCCCOC(C)=O || smiles:COc1ccccc1O,C6H12O2 / C7H8O2,alcohol,ester,alcohol + ester,19
Binary,smiles:CCCO || smiles:CCOCC(C)O,C3H8O / C5H12O2,alcohol,alcohol,alcohol + alcohol,19
Binary,smiles:CCCO || smiles:OCCO,C3H8O / C2H6O2,alcohol,alcohol,alcohol + alcohol,19
Binary,smiles:CCO || smiles:COC(=O)OC,C2H6O / C3H6O3,alcohol,ester,alcohol + ester,19
Binary,smiles:CCOC(=O)C(C)CC || smiles:O=C=O,C7H14O2 / CO2,ester,other,ester + other,19
Binary,smiles:Cc1ccc(C)cc1 || smiles:OCC(F)(F)C(F)F,C8H10 / C3H4F4O,alcohol,aromatic,alcohol + aromatic,19
Binary,smiles:Cc1ccccc1C || smiles:c1ccccc1,C8H10 / C6H6,aromatic,aromatic,aromatic + aromatic,19
Binary,smiles:ClC(Cl)(Cl)Br || smiles:ClCBr,CBrCl3 / CH2BrCl,halogenated,halogenated,halogenated + halogenated,19
Binary,smiles:ClC(Cl)Cl || smiles:OCC(F)(F)C(F)F,CHCl3 / C3H4F4O,alcohol,halogenated,alcohol + halogenated,19
Binary,smiles:FC(F)Cl || smiles:O=C=O,CHClF2 / CO2,halogenated,other,halogenated + other,19
Binary,smiles:BrCBr || smiles:ClCBr,CH2Br2 / CH2BrCl,halogenated,halogenated,halogenated + halogenated,18
Binary,smiles:BrCCBr || smiles:ClC(Cl)Cl,C2H4Br2 / CHCl3,halogenated,halogenated,halogenated + halogenated,18
Binary,smiles:C/C=C/CC#N || smiles:C=CC1CC=CCC1,C5H7N / C8H12,hydrocarbon,other,hydrocarbon + other,18
Binary,smiles:C=C || smiles:Cc1ccccc1,C2H4 / C7H8,aromatic,hydrocarbon,aromatic + hydrocarbon,18
Binary,smiles:CC(C)CC(C)(C)C || smiles:CC(C)OC(C)C,C8H18 / C6H14O,ether,hydrocarbon,ether + hydrocarbon,18
Binary,smiles:CC(C)N(C)C || smiles:O=Cc1ccco1,C5H13N / C5H4O2,amine,aromatic,amine + aromatic,18
Binary,smiles:CC(C)OC(C)C || smiles:CCOCC(C)O,C6H14O / C5H12O2,alcohol,ether,alcohol + ether,18
Binary,smiles:CCCO || smiles:ClCCBr,C3H8O / C2H4BrCl,alcohol,halogenated,alcohol + halogenated,18
Binary,smiles:CCCOC(C)=O || smiles:CS(C)=O,C5H10O2 / C2H6OS,ester,sulfur-containing,ester + sulfur-containing,18
Binary,smiles:CCO || smiles:OCCCO,C2H6O / C3H8O2,alcohol,alcohol,alcohol + alcohol,18
Binary,smiles:CCOC(C)=O || smiles:CS(C)=O,C4H8O2 / C2H6OS,ester,sulfur-containing,ester + sulfur-containing,18
Binary,smiles:CN1CCCC1=O || smiles:OCC(F)(F)C(F)F,C5H9NO / C3H4F4O,alcohol,amide,alcohol + amide,18
Binary,smiles:CO || smiles:CS(C)=O,CH4O / C2H6OS,alcohol,sulfur-containing,alcohol + sulfur-containing,18
Binary,smiles:Cl[SiH2]Cl || smiles:Cl[Si](Cl)(Cl)Cl,Cl2H2Si / Cl4Si,halogenated,halogenated,halogenated + halogenated,18
Binary,smiles:FC(F)(F)C(Cl)Cl || smiles:O=C=O,C2HCl2F3 / CO2,halogenated,other,halogenated + other,18
Binary,fallback:e1591e1a11bbc209 || smiles:C=CC(C)CCCC(C)(C)O,C10H18 / C10H20O,alcohol,unresolved,alcohol + unresolved,17
Binary,smiles:BrCBr || smiles:ClC(Cl)(Cl)Br,CH2Br2 / CBrCl3,halogenated,halogenated,halogenated + halogenated,17
Binary,smiles:BrCCBr || smiles:ClC(Cl)C(Cl)Cl,C2H4Br2 / C2H2Cl4,halogenated,halogenated,halogenated + halogenated,17
Binary,smiles:C1COCCO1 || smiles:CCCCO,C4H8O2 / C4H10O,alcohol,ether,alcohol + ether,17
Binary,smiles:C=C(C)C(C)C || smiles:c1ccsc1,C6H12 / C4H4S,hydrocarbon,sulfur-containing,hydrocarbon + sulfur-containing,17
Binary,smiles:C=CCO || smiles:CN1CCCC1=O,C3H6O / C5H9NO,alcohol,amide,alcohol + amide,17
Binary,smiles:CC(=O)O || smiles:ClCCCl,C2H4O2 / C2H4Cl2,acid,halogenated,acid + halogenated,17
Binary,smiles:CC(C)CC(C)(C)C || smiles:CCCCS,C8H18 / C4H10S,hydrocarbon,sulfur-containing,hydrocarbon + sulfur-containing,17
Binary,smiles:CC(O)C(C)O || smiles:CCCCO,C4H10O2 / C4H10O,alcohol,alcohol,alcohol + alcohol,17
Binary,smiles:CC(O)C(C)O || smiles:CCCCOC(C)=O,C4H10O2 / C6H12O2,alcohol,ester,alcohol + ester,17
Binary,smiles:CCC(=O)O || smiles:CCI,C3H6O2 / C2H5I,acid,halogenated,acid + halogenated,17
Binary,smiles:CCCCCC || smiles:c1ccoc1,C6H14 / C4H4O,aromatic,hydrocarbon,aromatic + hydrocarbon,17
Binary,smiles:CCCCCCCCC || smiles:c1ccccc1,C9H20 / C6H6,aromatic,hydrocarbon,aromatic + hydrocarbon,17
Binary,smiles:CCCCCCCCCC || smiles:Cc1ccc(C)s1,C10H22 / C6H8S,hydrocarbon,sulfur-containing,hydrocarbon + sulfur-containing,17
Binary,smiles:CCI || smiles:CCO,C2H5I / C2H6O,alcohol,halogenated,alcohol + halogenated,17
Binary,smiles:COC(C)=O || smiles:CS(C)=O,C3H6O2 / C2H6OS,ester,sulfur-containing,ester + sulfur-containing,17
Binary,smiles:Cc1ccc(C)c(C)c1 || smiles:O=CN1CCOCC1,C9H12 / C5H9NO2,amide,aromatic,amide + aromatic,17
Binary,smiles:Cc1ccccc1 || smiles:Cc1ccccc1C,C7H8 / C8H10,aromatic,aromatic,aromatic + aromatic,17
Binary,smiles:O || smiles:OCCCO,H2O / C3H8O2,alcohol,water,alcohol + water,17
Binary,smiles:BrCBr || smiles:CCCCCCC,CH2Br2 / C7H16,halogenated,hydrocarbon,halogenated + hydrocarbon,16
Binary,smiles:BrCCBr || smiles:ClCCCl,C2H4Br2 / C2H4Cl2,halogenated,halogenated,halogenated + halogenated,16
Binary,smiles:CC(=O)CC(C)C || smiles:ClC(Cl)Cl,C6H12O / CHCl3,halogenated,ketone,halogenated + ketone,16
Binary,smiles:CC(C)(C)O || smiles:CCCCC(CC)CO,C4H10O / C8H18O,alcohol,alcohol,alcohol + alcohol,16
Binary,smiles:CC(C)O || smiles:CCCOC(C)=O,C3H8O / C5H10O2,alcohol,ester,alcohol + ester,16
Binary,smiles:CCC(=O)O || smiles:CCC(=O)OC(C)C,C3H6O2 / C6H12O2,acid,ester,acid + ester,16
Binary,smiles:CCCCCC=O || smiles:O=C=O,C6H12O / CO2,other,other,other + other,16
Binary,smiles:CCCCCCC || smiles:CCCCCCCCC,C7H16 / C9H20,hydrocarbon,hydrocarbon,hydrocarbon + hydrocarbon,16
Binary,smiles:CCCCCCCC || smiles:CCc1cccs1,C8H18 / C6H8S,hydrocarbon,sulfur-containing,hydrocarbon + sulfur-containing,16
Binary,smiles:CCCCCCCC || smiles:Cc1ccc(C)cc1,C8H18 / C8H10,aromatic,hydrocarbon,aromatic + hydrocarbon,16
Binary,smiles:CCCCCCO || smiles:CN(C)C=O,C6H14O / C3H7NO,alcohol,amide,alcohol + amide,16
Binary,smiles:CCCCCCO || smiles:Cc1ccccc1C,C6H14O / C8H10,alcohol,aromatic,alcohol + aromatic,16
Binary,smiles:CCCCCCO || smiles:Clc1ccccc1,C6H14O / C6H5Cl,alcohol,halogenated,alcohol + halogenated,16
Binary,smiles:CCCCCCO || smiles:O=[N+]([O-])c1ccccc1,C6H14O / C6H5NO2,alcohol,amine,alcohol + amine,16
Binary,smiles:CCCCOC(=O)CC || smiles:COC(=O)OC,C7H14O2 / C3H6O3,ester,ester,ester + ester,16
Binary,smiles:CCc1cccc(C)c1 || smiles:Cc1ccc(C)c(C)c1,C9H12 / C9H12,aromatic,aromatic,aromatic + aromatic,16
Binary,smiles:CN(C)C=O || smiles:OCC(F)(F)C(F)F,C3H7NO / C3H4F4O,alcohol,amide,alcohol + amide,16
Binary,smiles:CNC=O || smiles:OCC(F)(F)C(F)F,C2H5NO / C3H4F4O,alcohol,amide,alcohol + amide,16
Binary,smiles:COC(=O)OC || smiles:COC=O,C3H6O3 / C2H4O2,ester,ester,ester + ester,16
Binary,smiles:COC(=O)OC || smiles:COCOC,C3H6O3 / C3H8O2,ester,ether,ester + ether,16
Binary,smiles:COC(=O)OC || smiles:Cc1ccc(C)cc1,C3H6O3 / C8H10,aromatic,ester,aromatic + ester,16
Binary,smiles:COC=O || smiles:COCOC,C2H4O2 / C3H8O2,ester,ether,ester + ether,16
Binary,smiles:CS(C)=O || smiles:O,C2H6OS / H2O,sulfur-containing,water,sulfur-containing + water,16
Binary,smiles:O || smiles:OCC(F)(F)C(F)F,H2O / C3H4F4O,alcohol,water,alcohol + water,16
Binary,smiles:OCC(F)(F)C(F)(F)C(F)(F)C(F)F || smiles:OCC(F)(F)C(F)F,C5H4F8O / C3H4F4O,alcohol,alcohol,alcohol + alcohol,16
Binary,smiles:C || smiles:CSC,CH4 / C2H6S,hydrocarbon,sulfur-containing,hydrocarbon + sulfur-containing,15
Binary,smiles:C=CC#N || smiles:CCCCCCO,C3H3N / C6H14O,alcohol,other,alcohol + other,15
Binary,smiles:CC#N || smiles:CC(C)O,C2H3N / C3H8O,alcohol,other,alcohol + other,15
Binary,smiles:CC#N || smiles:CCCCCCO,C2H3N / C6H14O,alcohol,other,alcohol + other,15
Binary,smiles:CC#N || smiles:CCO,C2H3N / C2H6O,alcohol,other,alcohol + other,15
Binary,smiles:CC(=O)O || smiles:CN(C)C=O,C2H4O2 / C3H7NO,acid,amide,acid + amide,15
Binary,smiles:CC(=O)O || smiles:CS(C)=O,C2H4O2 / C2H6OS,acid,sulfur-containing,acid + sulfur-containing,15
Binary,smiles:CC(=O)OCC(C)C || smiles:CCO,C6H12O2 / C2H6O,alcohol,ester,alcohol + ester,15
Binary,smiles:CC(=O)OCC(C)C || smiles:COC(=O)OC,C6H12O2 / C3H6O3,ester,ester,ester + ester,15
Binary,smiles:CC(C)O || smiles:CCOC(C)=O,C3H8O / C4H8O2,alcohol,ester,alcohol + ester,15
Binary,smiles:CC(O)C(C)O || smiles:CCOC(C)=O,C4H10O2 / C4H8O2,alcohol,ester,alcohol + ester,15
Binary,smiles:CCC(C)(C)O || smiles:O=Cc1ccco1,C5H12O / C5H4O2,alcohol,aromatic,alcohol + aromatic,15
Binary,smiles:CCCCCCC || smiles:ClC(Cl)(Cl)Br,C7H16 / CBrCl3,halogenated,hydrocarbon,halogenated + hydrocarbon,15
Binary,smiles:CCCCCCCC || smiles:Cc1cccc(C)c1,C8H18 / C8H10,aromatic,hydrocarbon,aromatic + hydrocarbon,15
Binary,smiles:CCCCCCCCC || smiles:Cc1ccccc1,C9H20 / C7H8,aromatic,hydrocarbon,aromatic + hydrocarbon,15
Binary,smiles:CCCCCCCCCCC || smiles:Cc1cccc(C)c1,C11H24 / C8H10,aromatic,hydrocarbon,aromatic + hydrocarbon,15
Binary,smiles:CCCCCCCCCCC || smiles:Cc1ccccc1C,C11H24 / C8H10,aromatic,hydrocarbon,aromatic + hydrocarbon,15
Binary,smiles:CCCCCCO || smiles:Nc1ccccc1,C6H14O / C6H7N,alcohol,amine,alcohol + amine,15
Binary,smiles:CCCCOCCO || smiles:CN1CCCC1=O,C6H14O2 / C5H9NO,alcohol,amide,alcohol + amide,15
Binary,smiles:CCCO || smiles:ClCBr,C3H8O / CH2BrCl,alcohol,halogenated,alcohol + halogenated,15
Binary,smiles:CCI || smiles:CCOC(=O)CC,C2H5I / C5H10O2,ester,halogenated,ester + halogenated,15
Binary,smiles:CCOCCO || smiles:CN1CCCC1=O,C4H10O2 / C5H9NO,alcohol,amide,alcohol + amide,15
Binary,smiles:CCc1ccc(C)cc1 || smiles:Cc1ccc(C)c(C)c1,C9H12 / C9H12,aromatic,aromatic,aromatic + aromatic,15
Binary,smiles:CCc1ccccc1 || smiles:O=CN1CCOCC1,C8H10 / C5H9NO2,amide,aromatic,amide + aromatic,15
Binary,smiles:CN1CCCC1=O || smiles:COCCO,C5H9NO / C3H8O2,alcohol,amide,alcohol + amide,15
Binary,smiles:COCCO || smiles:Cc1ccccc1,C3H8O2 / C7H8,alcohol,aromatic,alcohol + aromatic,15
Binary,smiles:Cc1ccc(O)cc1 || smiles:OCCNCCO,C7H8O / C4H11NO2,alcohol,alcohol,alcohol + alcohol,15
Binary,smiles:Cc1cccc(O)c1 || smiles:OCCNCCO,C7H8O / C4H11NO2,alcohol,alcohol,alcohol + alcohol,15
Binary,fallback:2471c64d7f43614f || smiles:O=C=O,C16H27F6N3O4S2 / CO2,other,unresolved,other + unresolved,14
Binary,smiles:BrCBr || smiles:CCCO,CH2Br2 / C3H8O,alcohol,halogenated,alcohol + halogenated,14
Binary,smiles:Brc1ccccc1 || smiles:CCCCCCC,C6H5Br / C7H16,halogenated,hydrocarbon,halogenated + hydrocarbon,14
Binary,smiles:C1CCCCC1 || smiles:CCCCCCCCC,C6H12 / C9H20,hydrocarbon,hydrocarbon,hydrocarbon + hydrocarbon,14
Binary,smiles:CC#N || smiles:CCCCCC,C2H3N / C6H14,hydrocarbon,other,hydrocarbon + other,14
Binary,smiles:CC(=O)CC(C)C || smiles:O=Cc1ccco1,C6H12O / C5H4O2,aromatic,ketone,aromatic + ketone,14
Binary,smiles:CCC(C)O || smiles:O=Cc1ccco1,C4H10O / C5H4O2,alcohol,aromatic,alcohol + aromatic,14
Binary,smiles:CCCCCC || smiles:CCCCCCCCO,C6H14 / C8H18O,alcohol,hydrocarbon,alcohol + hydrocarbon,14
Binary,smiles:CCCCCCCC || smiles:Cc1ccccc1C,C8H18 / C8H10,aromatic,hydrocarbon,aromatic + hydrocarbon,14
Binary,smiles:CCCCCCCCC || smiles:Cc1cccc(C)c1,C9H20 / C8H10,aromatic,hydrocarbon,aromatic + hydrocarbon,14
Binary,smiles:CCCCCCCCCC || smiles:Cc1cccc(C)c1,C10H22 / C8H10,aromatic,hydrocarbon,aromatic + hydrocarbon,14
Binary,smiles:CCCCCCCCCCC || smiles:Cc1ccc(C)cc1,C11H24 / C8H10,aromatic,hydrocarbon,aromatic + hydrocarbon,14
Binary,smiles:CCCCCCCCCCCCCCCC || smiles:c1ccc2c(c1)CCCC2,C16H34 / C10H12,aromatic,hydrocarbon,aromatic + hydrocarbon,14
Binary,smiles:CCCCc1ccccc1 || smiles:COc1ccccc1,C10H14 / C7H8O,aromatic,ether,aromatic + ether,14
Binary,smiles:CCO || smiles:FC(F)(F)c1ccccc1,C2H6O / C7H5F3,alcohol,halogenated,alcohol + halogenated,14
Binary,smiles:CCO || smiles:c1ccoc1,C2H6O / C4H4O,alcohol,aromatic,alcohol + aromatic,14
Binary,smiles:CN(C)C=O || smiles:ClC(Cl)Cl,C3H7NO / CHCl3,amide,halogenated,amide + halogenated,14
Binary,smiles:CSSC || smiles:Cc1ccccc1,C2H6S2 / C7H8,aromatic,sulfur-containing,aromatic + sulfur-containing,14
Binary,smiles:Cc1ccccc1 || smiles:ClCCCl,C7H8 / C2H4Cl2,aromatic,halogenated,aromatic + halogenated,14
Binary,smiles:ClC(Cl)Cl || smiles:FC(F)(F)c1ccccc1,CHCl3 / C7H5F3,halogenated,halogenated,halogenated + halogenated,14
Binary,fallback:e1591e1a11bbc209 || smiles:C=CC(C)CCC=C(C)C,C10H18 / C10H18,hydrocarbon,unresolved,hydrocarbon + unresolved,13
Binary,smiles:C1CCOCC1 || smiles:CC(C)(C)Cl,C5H10O / C4H9Cl,ether,halogenated,ether + halogenated,13
Binary,smiles:C=CC(C)CCC=C(C)C || smiles:C=CC(C)CCCC(C)(C)O,C10H18 / C10H20O,alcohol,hydrocarbon,alcohol + hydrocarbon,13
Binary,smiles:CC(C)c1ccccc1 || smiles:O=CN1CCOCC1,C9H12 / C5H9NO2,amide,aromatic,amide + aromatic,13
Binary,smiles:CCC(=O)OC || smiles:CO,C4H8O2 / CH4O,alcohol,ester,alcohol + ester,13
Binary,smiles:CCC=C(C)C || smiles:CCO,C6H12 / C2H6O,alcohol,hydrocarbon,alcohol + hydrocarbon,13
Binary,smiles:CCCCCC || smiles:CCCCl,C6H14 / C3H7Cl,halogenated,hydrocarbon,halogenated + hydrocarbon,13
Binary,smiles:CCCCCCC || smiles:CCCCl,C7H16 / C3H7Cl,halogenated,hydrocarbon,halogenated + hydrocarbon,13
Binary,smiles:CCCCCCCCC || smiles:Cc1ccc(C)cc1,C9H20 / C8H10,aromatic,hydrocarbon,aromatic + hydrocarbon,13
Binary,smiles:CCCCCCCCCC || smiles:Cc1ccc(C)cc1,C10H22 / C8H10,aromatic,hydrocarbon,aromatic + hydrocarbon,13
Binary,smiles:CCCCCCCCCC || smiles:Cc1ccccc1C,C10H22 / C8H10,aromatic,hydrocarbon,aromatic + hydrocarbon,13
Binary,smiles:CCCCCCCCCCCCCC || smiles:CCCCCCCCCCCCCC(=O)OC,C14H30 / C15H30O2,ester,hydrocarbon,ester + hydrocarbon,13
Binary,smiles:CCCO || smiles:CCSCC,C3H8O / C4H10S,alcohol,sulfur-containing,alcohol + sulfur-containing,13
Binary,smiles:CCCO || smiles:ClCCCl,C3H8O / C2H4Cl2,alcohol,halogenated,alcohol + halogenated,13
